gene_symbol,log2FC,FDR,SE,p_value,stratum,disease_group,sources,is_prespecified_h4_gene,present_in_strict_clinvar_filter,n_plp_variants,max_review_weight,cohort,arm,selected_source_file,matched_in_DE,score_eligible,direction
JPH2,-0.0938695591396107,0.4920469648214389,0.0992928819956523,0.3456528265274571,HCM_non_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
LMNA,0.2102038917295147,0.3838340749836897,0.1803118120701249,0.245149576114468,HCM_non_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
MYBPC3,0.0294086837429178,0.8794993803156718,0.1261653184159761,0.8159348488587297,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,458,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
MYH7,0.175544686156766,0.2279177495815735,0.1130045993252432,0.1219673280994247,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,135,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
MYL2,0.2445964654030378,0.03084385669066,0.0941446299514027,0.0101013505707055,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,7,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
MYL3,-0.0669129119350639,0.7259593040204741,0.1301115308599698,0.6076522106142315,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,3,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
PLN,-0.1218955742620339,0.3959073490821001,0.1068435604452356,0.2553413141057784,HCM_non_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,2,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
RBM20,0.150925016046866,0.2989243500926736,0.1108388574062277,0.1749003395868839,HCM_non_sarcomeric,HCM,PreSpecified_H4_Stratum,True,False,0,,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
TNNI3,0.5216546375856148,0.0048337355573696,0.157472788211246,0.0011042959767472,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,14,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
TNNT2,-0.0926914436942204,0.3882794349482314,0.080215638487974,0.2493100871403676,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,27,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
TPM1,0.0110251917177394,0.9251632485219496,0.0729548676434697,0.8800369905726534,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,7,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
ACTN2,0.1618142522048826,0.0330796504023443,0.0630146083317134,0.0109926002957501,,HCM,ClinVar_PLP_review2plus,False,True,2,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
ALPK3,0.3189508504500202,0.0265516880786465,0.1198158385475857,0.0084260340010829,,HCM,ClinVar_PLP_review2plus,False,True,7,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
CACNA1C,-0.0816768650585157,0.5053459664741419,0.0888058773661141,0.3588712483787362,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
CASR,,,,,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,False,False,
CAV3,0.0848428805938757,0.710835483732169,0.1568838944456551,0.5892719801673201,,HCM,ClinVar_PLP_review2plus,False,True,2,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
CEP85L,-0.2729891245687437,0.1268641692743559,0.1428989449795317,0.0575764462941251,,HCM,ClinVar_PLP_review2plus,False,True,2,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
COQ9,-0.2858347422931078,0.0080675917319001,0.0913082042187028,0.0020180963274687,,HCM,ClinVar_PLP_review2plus,False,True,6,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
DES,-0.0482367430997523,0.7465379746231569,0.1010427452233331,0.6336277856238137,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
GLA,-0.4111015190743852,2.316239392365999e-06,0.0758568346400058,1.7791240835869125e-07,,HCM,ClinVar_PLP_review2plus,False,True,8,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
KCNH2,-0.710044935498903,4.693406821358356e-07,0.1228702484612385,2.996600692943108e-08,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
KIF5B,0.0104653151712822,0.9424187027333718,0.0889637079100476,0.9064792221451494,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
LAMP2,-0.2152729454452217,0.0135238106609304,0.0733073099792896,0.0037242277177364,,HCM,ClinVar_PLP_review2plus,False,True,6,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
LZTR1,0.0897114957127529,0.5589485753524575,0.1096544479966547,0.414297647652267,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
MHRT,,,,,,HCM,ClinVar_PLP_review2plus,False,True,9,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,False,False,
MRPL44,-0.0549470524501667,0.4642955978531,0.0549573195951555,0.3186593132567109,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
MT-TI,-0.0342940322144352,0.9235490706374664,0.2218337609175805,0.8773042703089982,,HCM,ClinVar_PLP_review2plus,False,True,1,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
MT-TL1,-0.6662340681855963,0.0193693541020183,0.2386379113283691,0.0057711530938655,,HCM,ClinVar_PLP_review2plus,False,True,1,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
MTO1,-0.2021744104116211,0.0032713764106017,0.0586522778882017,0.0006964022273095,,HCM,ClinVar_PLP_review2plus,False,True,13,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
MYH6,-2.743184915210445,1.499044514363099e-20,0.2424555387314312,4.534461881074572e-23,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
MYO6,-0.0603474456040541,0.6450664126415696,0.0914961332247167,0.5103247814804963,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
NEXN,-0.2083352623915912,0.1242883878288603,0.1083915963405436,0.0560784801779544,,HCM,ClinVar_PLP_review2plus,False,True,3,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
PKP2,-0.3178644496181332,0.0683013153418161,0.1423975911010196,0.0267553145821234,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
PMS2,0.0614469709251586,0.7064720734616484,0.1117291559275703,0.582983517867099,,HCM,ClinVar_PLP_review2plus,False,True,1,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
PRKAG2,-0.3534387964355984,1.5538981905361973e-05,0.071208235906632,1.5227383265441434e-06,,HCM,ClinVar_PLP_review2plus,False,True,6,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
PTPN11,-0.1423931905591081,0.4309244610361368,0.1333857921617428,0.2870734823074961,,HCM,ClinVar_PLP_review2plus,False,True,2,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
RAF1,-0.3194775548119728,0.0001988088629154,0.0743476685382006,2.7480790806499696e-05,,HCM,ClinVar_PLP_review2plus,False,True,2,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
RPL36A-HNRNPH2,,,,,,HCM,ClinVar_PLP_review2plus,False,True,8,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,False,False,
SLC25A4,-0.2161473585797954,0.0076632974898595,0.0686204490927456,0.0018946098747413,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
SSUH2,1.079649628532774,1.4836386558915442e-08,0.1659530868895125,6.547468167576251e-10,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
TCAP,0.1284055640736555,0.6144006434016914,0.1791698252052087,0.4744488520537233,,HCM,ClinVar_PLP_review2plus,False,True,7,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
TINF2,-0.1219077685477436,0.0349581201454645,0.0479429533059291,0.0117866054864195,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
TMEM43,-0.3257268882396701,0.0028294820683606,0.093185329604639,0.0005876604846781,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
TNNC1,0.1611055382049729,0.310816921314031,0.1210494019314902,0.1847978098041127,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
TRIM63,-0.2142254910891646,0.0938865333151366,0.1033964236202358,0.0396125809822574,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
TTN,-0.3700376070092879,0.0968923401853897,0.1800372680295366,0.0412000487192452,,HCM,ClinVar_PLP_review2plus,False,True,115,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
