feature_id,gene_symbol,cohort,disease,comparison,model,n_hcm,n_control,mean_expression_hcm,mean_expression_control,log2FC,SE,t_stat,p_value,FDR,abs_log2FC
NDRG3,NDRG3,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.113824045028302,8.132532924179486,-0.018708879151186797,0.04976790192860462,-0.375922601238564,0.7075315380587526,0.8934683337362358,0.018708879151186797
DMRTC2,DMRTC2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.928053762254718,5.9167080566923085,0.011345705562407493,0.030185887297341594,0.37586125763501027,0.707577044097115,0.8934683337362358,0.011345705562407493
PCDHA7,PCDHA7,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.059193119603773,6.053399523589744,0.0057935960140285125,0.015415230343755566,0.3758358379883305,0.7075959012611086,0.8934683337362358,0.0057935960140285125
LOC643993,LOC643993,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.995923486424526,5.986618301846154,0.009305184578372816,0.02475901118159279,0.37583021834453556,0.7076000701296925,0.8934683337362358,0.009305184578372816
LOC643584,LOC643584,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.992269625245284,5.9827295820769235,0.009540043168358575,0.02538796366004162,0.37577031762392776,0.7076445073457018,0.8934683337362358,0.009540043168358575
HS.541118,HS.541118,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.079095451169811,6.088891148564103,-0.009795697394293007,0.026070018552829786,-0.3757457009262361,0.7076627694797326,0.8934683337362358,0.009795697394293007
HS.579499,HS.579499,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.036850126424528,6.02919998325641,0.007650143168116991,0.02036002079299607,0.37574338680187747,0.7076644862438917,0.8934683337362358,0.007650143168116991
HS.560329,HS.560329,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.105793437339622,6.115887825410256,-0.010094388070635701,0.02686671115250991,-0.3757210182271482,0.70768108074815,0.8934683337362358,0.010094388070635701
LOC392781,LOC392781,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.955261684198111,5.945868333948717,0.009393350249395277,0.0250020710643517,0.37570288578166816,0.707694532711475,0.8934683337362358,0.009393350249395277
HS.577830,HS.577830,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.045069051877359,6.034308875333333,0.010760176544023989,0.028643902707161238,0.3756532988549024,0.7077313203613969,0.8934683337362358,0.010760176544023989
LOC728137,LOC728137,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.886891158801886,5.9020348963076925,-0.015143737505806998,0.040316542083845636,-0.3756209417542016,0.7077553258846653,0.8934683337362358,0.015143737505806998
HS.284799,HS.284799,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.9928997589433965,6.001505591333333,-0.008605832389937978,0.02291221543058354,-0.3756001865472509,0.707770724192686,0.8934683337362358,0.008605832389937978
LOC642776,LOC642776,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.077046541839622,6.067550941564102,0.009495600275519808,0.025281379036086436,0.3755966105316433,0.7077733772543044,0.8934683337362358,0.009495600275519808
LOC647134,LOC647134,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.048004099207548,6.057140180051284,-0.009136080843735461,0.024326667836577203,-0.37555825175524415,0.7078018360237275,0.8934683337362358,0.009136080843735461
HS.582355,HS.582355,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.322003103641511,6.332556403666666,-0.010553300025159085,0.028101894425774265,-0.3755369607922196,0.7078176321854431,0.8934683337362358,0.010553300025159085
HS.553354,HS.553354,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.152381385292452,6.161841214128205,-0.009459828835753858,0.025193306667329125,-0.3754897664156741,0.7078526470246986,0.8934683337362358,0.009459828835753858
HS.202533,HS.202533,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.945026466773584,5.964131331384615,-0.01910486461103103,0.05088135538470324,-0.37547868893395553,0.7078608658113252,0.8934683337362358,0.01910486461103103
HS.170035,HS.170035,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.336727692198115,6.348968323820514,-0.012240631622401493,0.03260180223252538,-0.37545874105663873,0.7078756659538268,0.8934683337362358,0.012240631622401493
HS.391327,HS.391327,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.0697835085000005,6.079025683820512,-0.00924217532051358,0.024617211485898283,-0.3754355088433905,0.707892903019465,0.8934683337362358,0.00924217532051358
CCDC114,CCDC114,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.996740433858489,6.006258427615384,-0.009517993756895007,0.02535315606782132,-0.3754165253207042,0.7079069878951407,0.8934683337362358,0.009517993756895007
ZFHX2,ZFHX2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.065963669113207,6.076490613025639,-0.010526943912434222,0.028052777567079308,-0.3752549595940145,0.708026866106828,0.8934683337362358,0.010526943912434222
LTK,LTK,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.984726926839623,5.997505255384617,-0.012778328544993223,0.03405555482351141,-0.37522009584678007,0.7080527351988397,0.8934683337362358,0.012778328544993223
LOC643634,LOC643634,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.946253329075472,5.936779858051284,0.009473471024188218,0.025248190728137436,0.37521385695295234,0.7080573645282535,0.8934683337362358,0.009473471024188218
BUB1B,BUB1B,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.081276166028302,6.0654374031538465,0.01583876287445407,0.04221294165872012,0.3752110668454727,0.7080594348229228,0.8934683337362358,0.01583876287445407
FASTK,FASTK,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.654225568160378,8.633663194589744,0.020562373570631953,0.05480296782026579,0.37520547496750933,0.7080635840729199,0.8934683337362358,0.020562373570631953
HS.277767,HS.277767,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.209276944396224,6.2183772132307675,-0.009100268834544234,0.024254954035893304,-0.3751921698584688,0.7080734566811739,0.8934683337362358,0.009100268834544234
HS.197076,HS.197076,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.979288349792454,5.969729737102565,0.009558612689887253,0.025481761468202507,0.37511585303139255,0.7081300859712888,0.8934683337362358,0.009558612689887253
HS.159069,HS.159069,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.02790967395283,6.017863223025643,0.0100464509271877,0.026783186884108547,0.3751028946129122,0.7081397016540891,0.8934683337362358,0.0100464509271877
HS.566701,HS.566701,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.043533047405662,6.036017787923075,0.007515259482582803,0.02003545576328835,0.37509800482568856,0.708143330090793,0.8934683337362358,0.007515259482582803
LOC648834,LOC648834,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.054333157792453,6.065520246025641,-0.011187088233189618,0.029824549448552926,-0.37509663817343636,0.7081443442079358,0.8934683337362358,0.011187088233189618
PDLIM4,PDLIM4,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.022032585179245,6.033110928820511,-0.011078343641268848,0.029534828432379562,-0.3750942270287056,0.7081461333865242,0.8934683337362358,0.011078343641268848
GSTT1,GSTT1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,9.23842323790566,9.351520316641027,-0.11309707873536648,0.30153136694921134,-0.375075667515599,0.7081599054402808,0.8934683337362358,0.11309707873536648
LOC642707,LOC642707,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.214599612245284,6.205020812384613,0.009578799860666995,0.025538802112375622,0.3750684867096914,0.7081652339704352,0.8934683337362358,0.009578799860666995
HS.542160,HS.542160,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.019188062283016,6.02738627,-0.00819820771698232,0.021858202769332185,-0.37506321098295825,0.7081691488423048,0.8934683337362358,0.00819820771698232
HS.232176,HS.232176,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.110732516311321,6.118914434820512,-0.00818191850919256,0.02182536755002978,-0.37488113272032364,0.708304265442542,0.8936056617530621,0.00818191850919256
HS.542591,HS.542591,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.99271127985849,6.002151899384616,-0.009440619526125793,0.025184864769106283,-0.37485289727290466,0.7083252192287193,0.8936056617530621,0.009440619526125793
HS.448702,HS.448702,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.342023390349057,6.333398006307693,0.008625384041362483,0.023012811988737534,0.37480791333035457,0.7083586026886131,0.8936179892451083,0.008625384041362483
LOC647493,LOC647493,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.082722494471697,6.091852189974359,-0.009129695502662377,0.024365768698515634,-0.3746935143161956,0.7084435029760305,0.8936931822646363,0.009129695502662377
HS.551990,HS.551990,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.247554483669809,6.23795196394872,0.009602519721092412,0.02562968600182653,0.3746639627347786,0.7084654350341811,0.8936931822646363,0.009602519721092412
LOC642832,LOC642832,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.936575101075472,5.946969248666667,-0.010394147591194697,0.027746115144610266,-0.3746163214929849,0.7085007930636141,0.8937079963432171,0.010394147591194697
FAM75A7,FAM75A7,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.970163766330193,5.979581773948717,-0.009418007618530122,0.025143964606536704,-0.37456335012823366,0.7085401077101822,0.8937211567854704,0.009418007618530122
HS.427939,HS.427939,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.0721881333584875,6.081894480948717,-0.00970634759022826,0.025920853961972908,-0.37446094964571464,0.7086161102191398,0.8937211567854704,0.00970634759022826
LOC653286,LOC653286,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.902237953216984,5.892125949333333,0.010112003883647941,0.027007550466199695,0.37441395865586724,0.7086509883128795,0.8937211567854704,0.010112003883647941
HS.581434,HS.581434,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.0849974991320765,6.076256494615386,0.008741004516690687,0.02334606303836035,0.3744102165032357,0.7086537658750848,0.8937211567854704,0.008741004516690687
OR51B6,OR51B6,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.928775920047171,5.937437611410257,-0.008661691363088364,0.02313609297892178,-0.3743800377608972,0.7086761657817304,0.8937211567854704,0.008661691363088364
HS.512276,HS.512276,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.299547803801887,6.309725113307692,-0.010177309505806392,0.027185476582202828,-0.37436568290544675,0.7086868206365631,0.8937211567854704,0.010177309505806392
LOC400298,LOC400298,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.009260076207546,6.0196665202307695,-0.01040644402322316,0.027798198446883634,-0.3743567786634674,0.7086934298164012,0.8937211567854704,0.01040644402322316
MAGEA4,MAGEA4,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.039789998830189,6.046750079051282,-0.006960080221094678,0.018592553390482214,-0.3743477334671869,0.7087001436423599,0.8937211567854704,0.006960080221094678
GIMAP2,GIMAP2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.441536294056602,6.426870725666667,0.014665568389935602,0.03918201909166563,0.37429332969354556,0.708740525500322,0.8937230116258308,0.014665568389935602
TBC1D23,TBC1D23,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.043339621943396,7.016121472384616,0.027218149558778992,0.07272392855020457,0.3742667661303403,0.7087602429264643,0.8937230116258308,0.027218149558778992
FBXO36,FBXO36,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.01955089175472,6.009750129692308,0.009800762062408735,0.026187990351448476,0.3742464362816847,0.7087753333653876,0.8937230116258308,0.009800762062408735
OLIG1,OLIG1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.025596751858493,6.014993475179488,0.010603276679002183,0.028334453815611383,0.3742184955462284,0.708796073401398,0.8937230116258308,0.010603276679002183
C9ORF57,C9ORF57,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.212417956641511,6.2014651060256405,0.010952850615866705,0.0292738227773992,0.3741517019882635,0.7088456542544836,0.8937544408776196,0.010952850615866705
KRTAP9-3,KRTAP9-3,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.966475823915097,5.977599270948718,-0.011123447033624528,0.029732194804133524,-0.37412128862004124,0.7088682305084687,0.8937544408776196,0.011123447033624528
LOC648374,LOC648374,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.051355580462264,6.060234833974359,-0.00887925351209537,0.023743746832023967,-0.3739617666458451,0.708986650056483,0.8938739675540561,0.00887925351209537
HS.561764,HS.561764,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.045529741066038,6.036120301000001,0.009409440066036112,0.0251695358179001,0.37384241545465036,0.7090752538719658,0.8939209438712508,0.009409440066036112
HS.194980,HS.194980,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.999466976971699,5.988778385589744,0.010688591381953827,0.028592191192584045,0.3738290398927567,0.7090851838558077,0.8939209438712508,0.010688591381953827
LOC647229,LOC647229,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.998788712971695,5.987565452641027,0.011223260330670976,0.030023950970220713,0.373810240424479,0.7090991406186821,0.8939209438712508,0.011223260330670976
LOC644215,LOC644215,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.023807005528303,6.014475392923079,0.00933161260522436,0.024968155866697275,0.3737405619800275,0.709150870895855,0.8939209438712508,0.00933161260522436
HS.112050,HS.112050,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.129783631613205,6.119904465358975,0.00987916625423177,0.026433624155522476,0.3737348384810044,0.7091551201639089,0.8939209438712508,0.00987916625423177
HS.259894,HS.259894,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.979485296499997,5.988699484307692,-0.009214187807693744,0.024656715136898488,-0.37369891960607593,0.7091817874389377,0.8939209438712508,0.009214187807693744
DEFB111,DEFB111,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.048057607377359,6.039139238717948,0.008918368659408982,0.023867499261622366,0.3736616292159787,0.7092094733499087,0.8939209438712508,0.008918368659408982
TGFB1,TGFB1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.009823816396227,6.001171385615385,0.00865243078084059,0.023157265099822747,0.37363785160048185,0.7092271270269062,0.8939209438712508,0.00865243078084059
HS.555574,HS.555574,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.2047093617264135,6.214371119384615,-0.009661757658201542,0.025859488564157474,-0.37362524143626,0.7092364895001333,0.8939209438712508,0.009661757658201542
CDX2,CDX2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.036345069594341,6.047657509256411,-0.011312439662072071,0.030282132522149237,-0.37356813143188716,0.7092788916356902,0.893944616119766,0.011312439662072071
HS.542897,HS.542897,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.239249665556603,6.2296935881538475,0.009556077402756574,0.025584129836303614,0.373515826565131,0.7093177269268763,0.8939456216269781,0.009556077402756574
HS.574966,HS.574966,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.930969705745282,5.919424806769229,0.011544898976050794,0.030911044576088675,0.373487830462429,0.7093385137727577,0.8939456216269781,0.011544898976050794
LOC139542,LOC139542,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.979746302358489,5.98956627348718,-0.009819971128689958,0.026293806043876402,-0.3734708893913418,0.7093510924666735,0.8939456216269781,0.009819971128689958
LOC641858,LOC641858,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.042578503103772,6.051593450923076,-0.009014947819305008,0.024146946924619904,-0.37333696253390475,0.7094505355703153,0.8939456216269781,0.009014947819305008
HS.255315,HS.255315,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.987149230018868,5.9756344187435895,0.011514811275277329,0.03084691484109745,0.37328891186019375,0.7094862152803054,0.8939456216269781,0.011514811275277329
LOC653787,LOC653787,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.071755384745282,6.080567783333332,-0.00881239858805069,0.023609036295237827,-0.3732637994134575,0.709504862617726,0.8939456216269781,0.00881239858805069
HS.245812,HS.245812,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.420594212613205,6.410282804025639,0.01031140858756524,0.027626881697656175,0.373238235875171,0.7095238450954059,0.8939456216269781,0.01031140858756524
HS.57940,HS.57940,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.206398103207547,6.1958039169230785,0.010594186284469204,0.02838461181267452,0.37323696213941543,0.7095247909262258,0.8939456216269781,0.010594186284469204
OR2V2,OR2V2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.094187147858491,6.1029255764359,-0.008738428577408835,0.023413243108873844,-0.3732258934302394,0.7095330101745962,0.8939456216269781,0.008738428577408835
RNASE10,RNASE10,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.623475885915097,6.611854991615383,0.01162089429970925,0.03113798622236722,0.3732063537031711,0.7095475197971883,0.8939456216269781,0.01162089429970925
BTN2A1,BTN2A1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.795521977113208,7.811498263897436,-0.01597628678422966,0.04281055189528273,-0.3731857235409777,0.7095628392601299,0.8939456216269781,0.01597628678422966
LOC647361,LOC647361,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,14.011667507169816,14.02791636307692,-0.016248855907115445,0.043543426009962465,-0.37316438774013344,0.7095786828381945,0.8939456216269781,0.016248855907115445
TXNDC6,TXNDC6,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.007740042320754,5.991534609871794,0.016205432448957974,0.0434292059348617,0.37314595328461836,0.7095923720321216,0.8939456216269781,0.016205432448957974
LOC647802,LOC647802,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.240629174830189,6.248931519538461,-0.008302344708273207,0.022251036530334427,-0.3731217059014205,0.7096103779770035,0.8939456216269781,0.008302344708273207
PRY2,PRY2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.163747660556605,6.17393388771795,-0.010186227161345485,0.02730319444693712,-0.37307821914912154,0.7096426713594555,0.8939565469583581,0.010186227161345485
HS.563591,HS.563591,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.0337772046792475,6.042158440307693,-0.008381235628448086,0.02246840830710298,-0.3730231137823194,0.7096835935142729,0.8939783411044193,0.008381235628448086
HELB,HELB,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.102790922500001,6.112310965692308,-0.009520043192308564,0.025531367356502042,-0.37287635477479064,0.7097925833030426,0.8940374494839365,0.009520043192308564
UPK2,UPK2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.0813652554811295,6.071196730358975,0.01016852512215588,0.0272712688384658,0.372865860491731,0.7098003770558925,0.8940374494839365,0.01016852512215588
NCAPH,NCAPH,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.973174033537735,5.956647591307694,0.016526442230041904,0.044325846646494076,0.37283985485585874,0.7098196907036212,0.8940374494839365,0.016526442230041904
HS.170718,HS.170718,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.033615019839622,6.024507715025641,0.00910730481398031,0.024427323452023617,0.37283269417001313,0.7098250087748592,0.8940374494839365,0.00910730481398031
HS.563863,HS.563863,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.080141332537732,6.0982483529230755,-0.01810702038534162,0.04857719708381246,-0.3727473273952128,0.7098884097502451,0.8940875488504701,0.01810702038534162
LOC646680,LOC646680,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.096308770481132,6.086829139641026,0.009479630840105502,0.025442111363742873,0.37259607524612776,0.7100007480601656,0.8941992782391023,0.009479630840105502
HIST1H4A,HIST1H4A,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.932585102575471,5.942914261128206,-0.010329158552734391,0.02773091291207935,-0.37247812884786413,0.7100883538737293,0.8942317842930986,0.010329158552734391
LOC648309,LOC648309,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.161709361896225,6.170713428076924,-0.00900406618069699,0.024174362149907064,-0.3724634439106227,0.7100992615221629,0.8942317842930986,0.00900406618069699
SPANXB1,SPANXB1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.112576928386795,6.106046956333333,0.006529972053457428,0.017532748491147568,0.37244428942526986,0.710113489142841,0.8942317842930986,0.006529972053457428
PSG1,PSG1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.921709010462266,5.911993719435898,0.009715291026365369,0.026085934358923927,0.3724340823943611,0.7101210707906987,0.8942317842930986,0.009715291026365369
LOC642000,LOC642000,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.956004106075473,5.945449258435898,0.010554847639573456,0.028345287863903272,0.37236692356949685,0.7101709562024945,0.894264848059877,0.010554847639573456
RNF13,RNF13,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.142451776952828,7.153860932615383,-0.011409155662555237,0.03064619496294896,-0.37228620637403204,0.7102309143996661,0.8942911267452727,0.011409155662555237
HS.210351,HS.210351,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.135682619396226,6.146298455076923,-0.010615835680697433,0.028516096327901433,-0.37227520761004096,0.7102390846214306,0.8942911267452727,0.010615835680697433
PCDHGB5,PCDHGB5,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.267675643971698,6.277844397897434,-0.010168753925739182,0.0273179423795895,-0.3722371833296174,0.7102673304912026,0.8942969389104416,0.010168753925739182
LOC646631,LOC646631,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.067927702764151,6.075821375025642,-0.007893672261491846,0.02121267281871265,-0.3721205870166669,0.7103539451378387,0.8943541731802683,0.007893672261491846
SLC36A3,SLC36A3,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.032199376811321,6.039380042179484,-0.007180665368167333,0.0192971720370456,-0.3721097243877136,0.7103620147344986,0.8943541731802683,0.007180665368167333
HS.128882,HS.128882,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.03690800368868,6.049230906153846,-0.012322902465167845,0.033121017848781915,-0.3720568770389115,0.7104012742799098,0.8943541731802683,0.012322902465167845
HS.539293,HS.539293,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.017265450528302,6.008754479743589,0.008510970784709748,0.02287655174350804,0.37203905903891354,0.7104145111942947,0.8943541731802683,0.008510970784709748
HS.125904,HS.125904,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.952554438283017,5.94394548448718,0.008608953795838162,0.023142628304076197,0.37199550901147366,0.71044686469104,0.8943541731802683,0.008608953795838162
LOC645123,LOC645123,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.061049447141509,6.0519550901538475,0.00909435698766145,0.024449362835521512,0.3719670344312049,0.7104680188603992,0.8943541731802683,0.00909435698766145
HS.582671,HS.582671,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.015402214207547,6.006579391589743,0.008822822617802512,0.023720241546660654,0.3719533209831328,0.7104782068558042,0.8943541731802683,0.008822822617802512
HS.575315,HS.575315,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.085967270801884,6.094642289,-0.00867501819811417,0.023328529533602024,-0.37186305230335326,0.7105452705716957,0.8943587158326973,0.00867501819811417
LOC642169,LOC642169,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.125030766207548,6.116882132794872,0.008148633412674744,0.021915181979222046,0.3718259524561798,0.7105728339845686,0.8943587158326973,0.008148633412674744
LOC388333,LOC388333,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.029064645273584,6.037509093564103,-0.0084444482905187,0.02271674296148944,-0.3717279499457361,0.7106456470045244,0.8943587158326973,0.0084444482905187
ERGIC2,ERGIC2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.601617352320753,8.57064166848718,0.03097568383357402,0.0833428424317626,0.37166579552329915,0.7106918273188345,0.8943587158326973,0.03097568383357402
WDR31,WDR31,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.4499270551037755,6.460588081230769,-0.01066102612699707,0.028684448868098657,-0.3716657125266822,0.7106918889854756,0.8943587158326973,0.01066102612699707
HS.582765,HS.582765,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.125117806141505,6.116106166307692,0.009011639833815893,0.024247214015544805,0.37165671190259475,0.710698576477298,0.8943587158326973,0.009011639833815893
LOC651075,LOC651075,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.440956866207547,6.451690239948718,-0.010733373741172808,0.028884611668464198,-0.3715948777283148,0.710744520070379,0.8943587158326973,0.010733373741172808
LOC643702,LOC643702,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.945408736801887,5.954602067358973,-0.00919333055708954,0.02474030471813574,-0.37159326297021805,0.7107457198708078,0.8943587158326973,0.00919333055708954
HS.552917,HS.552917,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.223973676999999,6.213959674307692,0.010014002692307011,0.026949854567907387,0.3715790995114295,0.7107562436601467,0.8943587158326973,0.010014002692307011
CCHCR1,CCHCR1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.0018751881415096,5.9884850067435895,0.013390181397917755,0.036036567718820675,0.37157205154486783,0.7107614804889841,0.8943587158326973,0.013390181397917755
NOS2A,NOS2A,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.098929985509434,6.105143866282052,-0.006213880772618391,0.01672720610353743,-0.37148348230756206,0.7108272909919964,0.8943587158326973,0.006213880772618391
HS.442614,HS.442614,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.083530150688676,6.09381967351282,-0.010289522824142486,0.02769957551599246,-0.3714686103475408,0.7108383416696231,0.8943587158326973,0.010289522824142486
TTN,TTN,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.40759681498113,7.383085801948719,0.024511013032412876,0.06598822160572902,0.37144527365600133,0.7108556822283563,0.8943587158326973,0.024511013032412876
HS.557625,HS.557625,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.155412157933959,6.1647144690256415,-0.009302311091681004,0.025047203010381845,-0.37139121233717304,0.7108958536052248,0.8943587158326973,0.009302311091681004
EFCAB4B,EFCAB4B,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.071302787188681,6.060776720589743,0.01052606659893425,0.028342287085542848,0.37139086789871323,0.7108961095499209,0.8943587158326973,0.01052606659893425
HS.352427,HS.352427,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.142595984528302,6.151018332487177,-0.008422347958879112,0.022678058817834922,-0.3713875171827072,0.7108985993955153,0.8943587158326973,0.008422347958879112
HS.545649,HS.545649,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.93605494112264,5.92628373717949,0.009771203943152701,0.026310445157034193,0.3713811714257649,0.710903314800688,0.8943587158326973,0.009771203943152701
HS.129603,HS.129603,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.1232674296415075,6.1151757506666655,0.008091678974841338,0.02178977949136895,0.3713520358499495,0.7109249650083413,0.8943587158326973,0.008091678974841338
HS.564476,HS.564476,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.048512636094341,6.0399039994102575,0.008608636684081988,0.023182366978828202,0.3713441639477113,0.7109308145407934,0.8943587158326973,0.008608636684081988
LOC648761,LOC648761,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.165578380169813,6.17364705253846,-0.008068672368651941,0.021731454071099613,-0.37129003619607615,0.7109710368017954,0.8943772075300346,0.008068672368651941
CCL1,CCL1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.959720434594338,5.950602607692308,0.009117826902031112,0.02456113966776799,0.3712297973695657,0.7110158011506216,0.8943772075300346,0.009117826902031112
HS.574306,HS.574306,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.339639420886794,6.330864032794872,0.008775388091920577,0.023641636396748336,0.3711836162545644,0.7110501196913823,0.8943772075300346,0.008775388091920577
