gene_symbol_upper,gene_symbol,log2FC_disease_only,SE_disease_only,p_value_disease_only,FDR_disease_only,log2FC_adjusted_age_sex,SE_adjusted_age_sex,p_value_adjusted_age_sex,FDR_adjusted_age_sex,same_direction,abs_log2FC_change
HSPC268,HSPC268,-0.2589809679279169,0.071342021756179,0.000393691782123,0.0026836561934853,-0.26217686445943195,0.07235138596870759,0.0004073481076541562,0.0029917516946010468,True,0.00319589653151503
C2ORF63,C2ORF63,0.1796149832230273,0.0494803392220163,0.0003938381332818,0.0026841703569576,0.15792027535714642,0.05268384561694472,0.0032289808273623403,0.018919957948963482,True,0.021694707865880875
NAT14,NAT14,-0.1274190841681196,0.0351027958149489,0.0003940379862481,0.0026847601113756,-0.12108140568593523,0.0371890080101846,0.0014225308994780994,0.00912184080339684,True,0.006337678482184361
ZNF34,ZNF34,0.1273145832820498,0.0350742043194557,0.0003940665438538,0.0026847601113756,0.13389851541759354,0.03734508164353979,0.00046594488477239303,0.003377542637252631,True,0.00658393213554373
NIF3L1,NIF3L1,0.1235082576906125,0.0340326287171157,0.0003951165022492,0.0026914289316277,0.1134383357183756,0.035865677701607104,0.0019215230483025317,0.011943169861398853,True,0.010069921972236898
VGF,VGF,-0.1696213999293681,0.0467419163406508,0.0003954251965573,0.0026930469657923,-0.12325695194419968,0.043822742977696255,0.005631057721611241,0.030752238172020063,True,0.04636444798516841
LMBRD2,LMBRD2,0.0600330404562157,0.0165525391191279,0.000398343455116,0.0027124336815983,0.05044316587807763,0.01748597640880312,0.0045463643698045566,0.025494400050322007,True,0.00958987457813807
DPP7,DPP7,-0.1757372091018397,0.0484568154823144,0.000398542204097,0.0027132988408451,-0.20135891459754934,0.051541007717676994,0.00014589855707594225,0.0011892476396933255,True,0.025621705495709635
ST6GAL1,ST6GAL1,0.1357032824695188,0.0374201365644955,0.0003988237320692,0.0027147271517794,0.11155000885966639,0.039065723162348784,0.004961918900625356,0.027547129633719702,True,0.024153273609852408
GLRX,GLRX,0.4265017571533609,0.117631943617908,0.0003998800120474,0.002721427609413,0.44303127416265375,0.12607764965474794,0.000597458246109944,0.004224062167434511,True,0.016529517009292838
C6ORF117,C6ORF117,0.1647235955786145,0.0454381105640133,0.0004005900510326,0.0027257696999969,0.1524443999349872,0.04794740109697573,0.001822263695071859,0.011395763967332767,True,0.012279195643627283
UBE3B,UBE3B,0.2075321223476037,0.0572530013714675,0.0004011645447501,0.0027291880928659,0.21099951661830826,0.06041802691644222,0.000643678616125877,0.00451087799918707,True,0.0034673942707045546
PLEKHN1,PLEKHN1,0.1455067613877587,0.0401470267037352,0.0004018442439587,0.0027329373980452,0.14489239235862073,0.04211505781540996,0.0007687526823871083,0.005263063317225489,True,0.0006143690291379733
GNAO1,GNAO1,-0.1071655845384616,0.0295683358975044,0.0004018600808571,0.0027329373980452,-0.13304300008543,0.030121778107782025,2.007834793688228e-05,0.00019554430160042378,True,0.025877415546968388
LYNX1,LYNX1,0.0593794895416052,0.016384049015497,0.0004020172475718,0.0027335150470007,0.05890883898124127,0.017565621694786662,0.0010297794422913999,0.006837374170694794,True,0.0004706505603639319
MCAM,MCAM,0.1428293983986432,0.0394121967471784,0.0004023530316562,0.0027353067785274,0.15598314704156743,0.042182338412393536,0.00031292721284197636,0.0023563556102700832,True,0.013153748642924235
LOC643466,LOC643466,0.1112695032249622,0.0307086875634765,0.000403210589176,0.0027406443890009,0.11111662934407233,0.03255795817930262,0.0008439093103523811,0.005712500761866609,True,0.00015287388088985887
C10ORF84,C10ORF84,0.1007519703059973,0.0278066906725737,0.0004033374565763,0.0027410144337564,0.0960342587229294,0.02948896149388682,0.0014189154212116625,0.009101741191724844,True,0.004717711583067899
WHSC1,WHSC1,0.0629794729811306,0.0173841769289277,0.000404045067328,0.0027453302725491,0.05759346636403844,0.01851311200992925,0.0022665135557268777,0.013837681473849117,True,0.005386006617092161
IL1B,IL1B,-0.1121383086821499,0.0309540664371887,0.0004041476552908,0.0027455344035431,-0.1082322274341571,0.0328974721775271,0.0012717828940426847,0.008254023579544235,True,0.0039060812479927987
ZNF669,ZNF669,-0.1631210311146609,0.045029280474793,0.0004044023955582,0.002746771906371,-0.15216569049006978,0.04804948178929801,0.001897146656467553,0.011811056483084555,True,0.010955340624591109
RNMT,RNMT,0.1946241181656965,0.0537519847690515,0.0004069501557446,0.0027635807633791,0.15823121103873805,0.05625450606627969,0.005628596917928315,0.030743235525460388,True,0.036392907126958446
ZNF662,ZNF662,0.1121509664380729,0.0309779165730113,0.0004075668887538,0.002767272420484,0.09859989635854838,0.0325875199290687,0.0029598128303452674,0.01751361419281535,True,0.013551070079524524
TSPAN8,TSPAN8,0.2207791272726163,0.0609883233702517,0.0004080419174174,0.002770000790418,0.21680251543395393,0.06465057222033357,0.0010304432179936921,0.006840581306470667,True,0.0039766118386623805
LOC347544,LOC347544,-0.2437246585246754,0.0673295834223442,0.0004082558523933,0.002770956059842,-0.2004528672950017,0.06745997490634253,0.0034978775541383957,0.02030378434262603,True,0.0432717912296737
C7ORF26,C7ORF26,-0.146453952846155,0.0404595239390676,0.0004084149526065,0.0027712365578585,-0.1106308083189375,0.039209922096303876,0.005485954822798149,0.03006827606424602,True,0.03582314452721751
NIT2,NIT2,0.1726662278163988,0.0477012162724179,0.0004084436273248,0.0027712365578585,0.13764923997111259,0.04932633422683327,0.006006695158370748,0.0325348222495372,True,0.0350169878452862
LOC123688,LOC123688,-0.1130381549978232,0.031233993933659,0.0004094130282451,0.0027772946977452,-0.12684414400413227,0.032012657580138,0.00011852619198980297,0.0009863109635105726,True,0.013805989006309069
LOC729466,LOC729466,0.1216927199951589,0.0336262341122329,0.0004095478820069,0.0027772946977452,0.1389164634373709,0.03330720289343528,5.3370562300323774e-05,0.0004764949990134592,True,0.017223743442212003
SCCPDH,SCCPDH,0.1432579625938534,0.0395852263230587,0.0004095566693472,0.0027772946977452,0.12984405924859316,0.04148537836845821,0.0021346227773102913,0.013116891318409691,True,0.013413903345260242
TMED3,TMED3,-0.280630815654574,0.0775490732439317,0.0004098814110724,0.0027789989042362,-0.2493083674376591,0.07945281389026647,0.0020814120116755055,0.012835769756211696,True,0.03132244821691488
C12ORF30,C12ORF30,0.109713392488629,0.0303185979322342,0.0004099806701412,0.0027791740000293,0.12304533916162767,0.03151320168172579,0.00014710143305094643,0.0011977626581854818,True,0.013331946672998668
ZNF668,ZNF668,-0.163455985297776,0.0451736395775007,0.0004104011527055,0.0027815261506615,-0.12942094645208438,0.04457964688261678,0.0043027247857609615,0.024290113699568815,True,0.03403503884569162
ASPM,ASPM,0.1227623959034827,0.033928913715389,0.0004106472540996,0.0027826957884792,0.13803248337586146,0.035368600587187625,0.00014813419112985835,0.0012053938072458866,True,0.015270087472378763
SERPINE2,SERPINE2,0.5490771842607632,0.151758893481103,0.0004108427508858,0.0027835221536028,0.6468396597350194,0.15893403008545967,7.880711913216924e-05,0.0006795475576842281,True,0.0977624754742562
TLN1,TLN1,-0.1713902859395272,0.0473760195721921,0.000411467913895,0.0027872587559108,-0.18763414749939258,0.050443723290315684,0.00028933708006975196,0.002195318992044874,True,0.016243861559865375
PMPCA,PMPCA,0.1490700527477004,0.0412394051879274,0.0004157244538148,0.0028155883462915,0.1415447665272329,0.04104824043259792,0.0007484592301011533,0.0051371396486050505,True,0.0075252862204674975
DNAJC5,DNAJC5,-0.139417660188922,0.0385721508239208,0.0004161413860156,0.0028172708254323,-0.14166027483561935,0.04094522581926955,0.0007196812917600397,0.004963925308538448,True,0.002242614646697366
WDR24,WDR24,0.1213827600619242,0.033583058585265,0.0004162291784483,0.0028172708254323,0.11807757581825892,0.035686585664876314,0.0011954771370604003,0.00781551696824804,True,0.003305184243665271
TMEM161A,TMEM161A,0.1272775469298489,0.035214146771417,0.0004162553158498,0.0028172708254323,0.12673244133506123,0.03673421164446284,0.0007440612682927536,0.005110661117932405,True,0.0005451055947876815
ALG5,ALG5,-0.1847737023543798,0.051121876389261,0.0004162706350953,0.0028172708254323,-0.14814565475052593,0.05175165165648439,0.0048570832697654555,0.02704047858598756,True,0.03662804760385385
SRP72,SRP72,-0.1689899339375915,0.0467579443791033,0.000416612932575,0.0028190833267002,-0.10926429926448841,0.04309484029638453,0.012345419671423507,0.06053702421413502,True,0.0597256346731031
PTPRA,PTPRA,0.0704566114412174,0.0195064907277024,0.0004198436850784,0.0028404369155308,0.08371761777285995,0.019809113573568397,4.296036003226793e-05,0.00039130632630113407,True,0.013261006331642552
TMEM129,TMEM129,0.1742450192868885,0.0482483544615369,0.0004206428302045,0.0028453348618268,0.15179127804652945,0.050175524328780044,0.00296430420890488,0.01753100589144554,True,0.022453741240359038
NEU1,NEU1,-0.1683236393255945,0.0466127922464716,0.0004211109493206,0.0028479923137939,-0.15807246859958488,0.04951282978344445,0.0017468016613304523,0.010979813266020976,True,0.010251170726009617
NECAP2,NECAP2,-0.169305180470007,0.0468879862781351,0.0004214984984224,0.0028496389102184,-0.12822796022588748,0.04802128730318489,0.008490352461855992,0.043735657992568656,True,0.04107722024411953
CLPP,CLPP,-0.1435331199521052,0.0397506272037494,0.0004215050102891,0.0028496389102184,-0.15609732575300375,0.04251414886002336,0.00034359514388834057,0.0025597838219681376,True,0.012564205800898565
APIP,APIP,0.1736335575478949,0.0480923158363544,0.0004221262686559,0.0028533293022957,0.16585058206692582,0.048935381198503575,0.0009141706340206379,0.0061224034357007726,True,0.007782975480969068
SRP9,SRP9,0.1915143733652616,0.0530554203722534,0.0004231975854739,0.0028600599678297,0.18338193454203025,0.056560441884305215,0.0014871247410478186,0.009503837039800024,True,0.008132438823231336
ALS2CL,ALS2CL,-0.0678879848993729,0.0188113560735641,0.0004244261234407,0.0028674010667752,-0.0680332755273606,0.01980539900107183,0.0007827442233003406,0.005346280071291227,True,0.00014529062798770975
IDH3G,IDH3G,-0.1441645113814725,0.0399471952992923,0.0004244353637392,0.0028674010667752,-0.1577822923079699,0.04036880216846218,0.0001449513184965086,0.0011825744958402784,True,0.013617780926497403
FAM174A,FAM174A,0.1876223589569408,0.0520040959503004,0.0004259945146357,0.0028774207390516,0.13808869504374416,0.05312161755946001,0.010351901143233888,0.052077369489143925,True,0.049533663913196635
TM6SF1,TM6SF1,-0.1411656734654094,0.0391459635109291,0.0004285606619259,0.0028942374752406,-0.15730448077763148,0.04114108986575998,0.0001984281782740849,0.0015648495175997119,True,0.016138807312222087
ABAT,ABAT,0.1386971100234627,0.0384685915490919,0.0004295785513348,0.0029005940863192,0.14541034916899626,0.04105732000975563,0.0005428407793231243,0.003879922169694599,True,0.006713239145533567
C5ORF39,C5ORF39,0.1363515851850489,0.0378269837134939,0.0004308716156152,0.0029088061299637,0.1294582876226094,0.03969190985716682,0.001396077887658603,0.008964364393676193,True,0.0068932975624394766
NAGK,NAGK,-0.1253767114177553,0.0347864860507971,0.0004315300395404,0.0029127315634829,-0.10945389918981993,0.03557092964967669,0.002521835909709274,0.01523163131804296,True,0.015922812227935373
EDN2,EDN2,-0.0961257174351735,0.0266770101224263,0.0004328436999741,0.0029210775087767,-0.09551951938827333,0.028613075497013994,0.0010837550142544505,0.007155581344988474,True,0.0006061980469001665
GLUD1,GLUD1,0.133640657537976,0.0370887883331944,0.0004329257943965,0.0029211106462347,0.15992813503385742,0.038962362439686204,6.894085693180305e-05,0.0006021545514518851,True,0.026287477495881423
FAM158A,FAM158A,0.1285333935067716,0.0356725192146233,0.0004331001664699,0.0029217662923746,0.13277326120130353,0.038199889492697724,0.00068135829559192,0.00473063402219259,True,0.00423986769453194
FBXL10,FBXL10,0.111536233469761,0.0309666764785862,0.0004351418375573,0.0029350165717692,0.11280206446328184,0.032760514236958284,0.0007613656130856988,0.0052153199987043175,True,0.0012658309935208306
TMEM192,TMEM192,0.1258680982360902,0.0349469480358142,0.0004353322055355,0.0029357773789552,0.12583996176290693,0.03721459088907982,0.0009381628421318571,0.006267557091495545,True,2.8136473183254518e-05
CCR6,CCR6,-0.1771040242936638,0.0491732012744648,0.0004354145413713,0.0029358095016461,-0.17438139667724747,0.05141613804620994,0.0009068353998715654,0.006076503637312192,True,0.002722627616416312
RAB17,RAB17,-0.2632713999946794,0.0731001735651531,0.0004356013309687,0.0029365457733957,-0.3065805630697748,0.07685198808102053,0.00010709163830460787,0.0009002643587908018,True,0.043309163075095414
UBC,UBC,0.1583178805103989,0.0439619418006456,0.0004360111824701,0.0029387852558798,0.18721232206485477,0.04367578770900336,3.387057964651872e-05,0.0003151096256888268,True,0.028894441554455863
TRAPPC4,TRAPPC4,-0.1738620105341096,0.0482858010251529,0.0004368764829845,0.0029440931935597,-0.16698070012684105,0.049097649609634565,0.0008784983966661712,0.005912795717629008,True,0.006881310407268554
FUBP3,FUBP3,0.155866494640057,0.04328974763596,0.0004371004711945,0.0029450782326562,0.112510132051505,0.04409039456816398,0.01180564037418311,0.05825244662338123,True,0.04335636258855201
NLRP7,NLRP7,0.1047431754874207,0.0290923841886902,0.0004373724695687,0.002946086116711,0.1190333452754273,0.03076382951890902,0.00016768116508596905,0.001348217840204713,True,0.01429016978800661
IL10RA,IL10RA,-0.1139420637992276,0.0316475623060238,0.000437405746705,0.002946086116711,-0.09685795793519927,0.0324577347290265,0.0033645203261194654,0.019613930416253433,True,0.017084105864028323
ARL2BP,ARL2BP,-0.1653822021432035,0.0459391878803109,0.0004378961874401,0.0029488646102954,-0.1753457038002005,0.04772522987867953,0.00034065518767130784,0.002539881054493364,True,0.009963501656996998
BRD3,BRD3,0.2142776322365737,0.0595282488883524,0.0004385582487308,0.0029527976305759,0.23742070177743385,0.061413072088832524,0.0001697385916189343,0.0013618670210748752,True,0.02314306954086015
HEATR6,HEATR6,0.150793350147313,0.0418966348207299,0.0004392078030805,0.0029566450578774,0.180586203907669,0.043857378556138346,6.559586317825099e-05,0.0005761292731130394,True,0.02979285376035601
HS.370359,HS.370359,0.1896729935224943,0.0527026281275789,0.0004395904017245,0.0029586943524218,0.21163850551905478,0.05594780435980824,0.00023027788172452882,0.0017877121459992855,True,0.021965511996560466
COG7,COG7,0.1160666709037239,0.0322554208474189,0.0004404691334224,0.0029639894875418,0.10778026430415344,0.033553947257967655,0.0016397132002887924,0.010377355481292582,True,0.008286406599570459
REP15,REP15,-0.1457399094446066,0.0405026633090842,0.0004405964464528,0.0029639894875418,-0.16218059108167068,0.04267270311705103,0.0002158232748720918,0.0016862195831563143,True,0.01644068163706408
AHSA2,AHSA2,0.3400643729598436,0.0945083075710618,0.0004406448556189,0.0029639894875418,0.3343641666564821,0.10108621845950651,0.0011995378333044785,0.00783529665848141,True,0.005700206303361488
TTC32,TTC32,0.17934040833696,0.0498414359778728,0.0004406903991544,0.0029639894875418,0.18021391080222648,0.053134384651772566,0.0009065504167801176,0.006075669749151821,True,0.0008735024652664902
NIPSNAP3A,NIPSNAP3A,0.1477772964134006,0.0410782604385523,0.0004418742091977,0.0029714234757102,0.14154705371496068,0.04339591555829295,0.0013952507072647017,0.008960573267799067,True,0.006230242698439914
NCF1,NCF1,-0.1137368326475578,0.031616487360813,0.0004419794216236,0.0029716029829044,-0.11461751363440545,0.03302363212729462,0.0006930702684869581,0.004797866724191955,True,0.000880680986847654
PAK6,PAK6,0.192904881042814,0.053643058423709,0.0004440185159769,0.0029847823722318,0.12574655021211037,0.052028338785214165,0.016960357849679836,0.07927965841256804,True,0.06715833083070363
DAP3,DAP3,0.1537245472099638,0.0427545667714547,0.0004449121908333,0.0029902587061405,0.15521960026841708,0.045438834866876734,0.0008350365371504663,0.005658512584600994,True,0.0014950530584532662
C6ORF151,C6ORF151,-0.1608371375539442,0.0447394271206608,0.0004457531539309,0.0029953788820436,-0.16772788561638144,0.04706321644504291,0.0005024064628671289,0.003612782632276147,True,0.006890748062437252
SNRPA,SNRPA,-0.134425606553461,0.0373977189765626,0.0004465204217084,0.0030000021089966,-0.10741556242984097,0.03838533561309708,0.005871824192626306,0.0319059667471838,True,0.027010044123620028
TMEM106B,TMEM106B,0.2553349463442173,0.0710409895036922,0.0004469841826846,0.0030025849091021,0.2036179059964666,0.07293145130261273,0.005983488165393632,0.03242426877254974,True,0.05171704034775068
C11ORF67,C11ORF67,-0.2741285199402543,0.076273002900505,0.0004472170413166,0.0030036159974568,-0.36219923172796664,0.07784564638094746,7.5935448377824434e-06,8.134313555921721e-05,True,0.08807071178771236
