gene_symbol_upper,gene_symbol,log2FC_disease_only,SE_disease_only,p_value_disease_only,FDR_disease_only,log2FC_adjusted_age_sex,SE_adjusted_age_sex,p_value_adjusted_age_sex,FDR_adjusted_age_sex,same_direction,abs_log2FC_change
FLJ42289,FLJ42289,0.0185350159876616,0.0257371103082505,0.47259770987838,0.7607474343097771,0.019711989484720964,0.027353424246079214,0.4723495914397613,0.7616742768360137,True,0.0011769734970593637
LOC730920,LOC730920,-0.019063255596276,0.0264724297004728,0.4726281531710253,0.7607640815290331,-0.03398836640361704,0.027699096684545888,0.22189047370083687,0.5195290069092967,True,0.014925110807341043
HS.159770,HS.159770,0.0255461461644883,0.0354821992405816,0.4727181165390153,0.7608366357811208,0.013011149774082837,0.03765720994455605,0.7302329816238944,0.9038693392423,True,0.012534996390405463
HS.573860,HS.573860,0.02149380514804,0.0298562749732855,0.4727559462891146,0.7608366357811208,0.027943189665660735,0.031740277537765434,0.38018946901526807,0.6900038672781775,True,0.0064493845176207334
HS.544353,HS.544353,0.0179952310171742,0.0249971391007437,0.4727666976796599,0.7608366357811208,0.003208046484638952,0.025959580662099597,0.9018288108041662,0.9670646636356919,True,0.014787184532535249
FAM120C,FAM120C,0.0223432846988387,0.0310372845873406,0.4727705830709767,0.7608366357811208,0.026970649968429298,0.03325837693606175,0.4187947537859317,0.7214577928800752,True,0.004627365269590598
LOC400708,LOC400708,-0.0213045284716989,0.0295955484437833,0.4727886611243787,0.7608366357811208,-0.01623326827813978,0.031152493468931584,0.6031389108330476,0.84362382922333,True,0.005071260193559118
TARSL2,TARSL2,-0.0346809884209008,0.0481807296324182,0.4728165810642035,0.7608366357811208,-0.037915368738395856,0.050044785448577565,0.4499650225530103,0.7455094739387623,True,0.003234380317495053
HS.282800,HS.282800,-0.0163020993732486,0.0226481297341795,0.4728236036063238,0.7608366357811208,-0.03171215524786935,0.023892397025577758,0.18660424823584112,0.4716453186073727,True,0.01541005587462075
LOC649296,LOC649296,-0.0201013095807943,0.0279269452078389,0.4728340557409491,0.7608366357811208,-0.03435076176948848,0.02852460073964092,0.23055421765939235,0.5314293308075657,True,0.014249452188694181
KIAA0527,KIAA0527,0.0122536237786631,0.0170260674125562,0.4728856653616455,0.7608873300997763,0.021180845937034988,0.018010457709522327,0.2416075160350748,0.5458054110823997,True,0.008927222158371889
HS.580342,HS.580342,-0.0186189047716504,0.0258736346736497,0.4729400991337178,0.760942564059803,-0.025441883339809433,0.027363372303554283,0.3541091957165762,0.6658686761222422,True,0.006822978568159034
C5ORF32,C5ORF32,-0.045058821334303,0.0626259310921414,0.473012385774479,0.7609661100279866,-0.02021330249708939,0.06498827089660243,0.7562471319913682,0.9143607750421486,True,0.02484551883721361
DNAJB7,DNAJB7,-0.0172901093297066,0.0240311400160354,0.4730146905644187,0.7609661100279866,-0.022996827764468212,0.02523619278636393,0.36374546030880883,0.6749288762849556,True,0.005706718434761612
SPANXE,SPANXE,0.0121412763892095,0.0168750857202468,0.4730197844460414,0.7609661100279866,0.013195948250328137,0.01805113874647722,0.46599941280349066,0.7571140112029238,True,0.0010546718611186383
HS.541604,HS.541604,0.0163046344523449,0.0226625003770615,0.4730351610346778,0.7609661100279866,0.02558592728765712,0.023895349900658787,0.28615133430717715,0.5986888937027711,True,0.009281292835312222
ABCD1,ABCD1,0.0302760800991764,0.0420866682101845,0.4730841320212134,0.7609772651843589,0.03603454391203217,0.043311618902014196,0.4068557489487553,0.7121433414497766,True,0.005758463812855767
HS.302418,HS.302418,0.0183799381204632,0.0255499985183586,0.4730860989498828,0.7609772651843589,-0.004934096274357254,0.026248552422085913,0.8511716372778304,0.9504237464818215,False,0.023314034394820455
HUS1,HUS1,0.0142037249690357,0.0197456976637367,0.4731098947498684,0.7609772651843589,0.017052843302248044,0.020765970019952878,0.41295343560973896,0.7167956962180855,True,0.0028491183332123443
LOC643363,LOC643363,0.0187200845703909,0.0260249828305782,0.4731225241713249,0.7609772651843589,0.018828220444039284,0.02785614940082299,0.500229600852973,0.7811253239325777,True,0.00010813587364838506
NMS,NMS,0.0158762940249143,0.0220728087376902,0.4731487877290748,0.7609871667330147,0.013385219504870953,0.023492466292308674,0.569762456248569,0.8241564714563272,True,0.0024910745200433463
HS.223741,HS.223741,-0.0191922218343013,0.0266844054341957,0.4731730036366137,0.7609873663407221,-0.0270242556524566,0.028448195781599652,0.34380027322833473,0.656382239852674,True,0.007832033818155299
BCAS1,BCAS1,-0.014004807207064,0.0194729495954791,0.4731957140362348,0.7609873663407221,-0.009144448889258977,0.02068024325987988,0.659049105174841,0.8713695052639815,True,0.004860358317805024
HS.130343,HS.130343,-0.016850571515967,0.0234305527418888,0.473209234250979,0.7609873663407221,-0.020774575139796317,0.024962360105218753,0.4067136108095012,0.7120305824689975,True,0.003924003623829317
HS.537947,HS.537947,0.0168625758284938,0.0234500874539848,0.4732627821334813,0.7610411409655293,0.019942894296914558,0.024943284202358067,0.4253574425441071,0.7269396148351447,True,0.003080318468420759
HS.154605,HS.154605,-0.0165912282752793,0.0230741198131291,0.4732892777096501,0.7610514107834558,-0.014740576560896007,0.02448275068003113,0.5481087818205137,0.8118239259854086,True,0.0018506517143832921
DDX53,DDX53,-0.0175189956852933,0.0243680653604888,0.4733556216461754,0.7610982229441802,-0.018072890783420042,0.0259060543396835,0.4865811316202644,0.7715090497004704,True,0.0005538950981267415
SGCD,SGCD,0.0426584979119485,0.0593362838353757,0.4733586104650454,0.7610982229441802,-0.0414628649878288,0.055601273878396654,0.4571061654535399,0.7508850183495234,False,0.0841213628997773
SPO11,SPO11,-0.0110243439499289,0.0153369344023239,0.4734308271829878,0.7611819994718279,-0.013870941494686586,0.01644361646436414,0.40038314107407214,0.7071104986080606,True,0.002846597544757686
LOC441931,LOC441931,-0.0187567477622169,0.026098670177022,0.473507119244751,0.7612619605353614,-0.03239763736858959,0.025672554157711497,0.20909326768185804,0.5029751314661796,True,0.013640889606372688
LOC644898,LOC644898,0.0264222291190108,0.0367657763608433,0.4735207898579228,0.7612619605353614,0.04033912132369361,0.039151328207985864,0.30465355523656024,0.6184583195560188,True,0.013916892204682813
HS.560576,HS.560576,-0.023966602785197,0.0333532816489428,0.473579558737959,0.7612901957511115,-0.01489332402689451,0.03556606273682056,0.6760491382610561,0.8799659687636757,True,0.00907327875830249
LOC391475,LOC391475,0.0201046787118988,0.0279791596477748,0.4735850855606607,0.7612901957511115,0.004541322158212384,0.029682538505079372,0.8786245806831721,0.958643604303357,True,0.015563356553686417
HS.540662,HS.540662,-0.0174453138251108,0.0242789391557848,0.473598699169375,0.7612901957511115,-0.019562807471592485,0.02514245144563193,0.4378545617195556,0.7369493792954861,True,0.0021174936464816857
HS.540987,HS.540987,0.0181601341006279,0.0252769114420086,0.4736536302229834,0.7613461579706534,0.02558737568280973,0.02669681597432718,0.33951559206002746,0.6528455998934966,True,0.007427241582181832
HS.567071,HS.567071,0.0161071205389439,0.0224209262452304,0.4736848229564478,0.7613478365705526,0.013904723884251137,0.023967717581397683,0.5627636665660416,0.8204482018264009,True,0.0022023966546927624
HS.410743,HS.410743,-0.0230552976117561,0.032094165271877,0.4737048588974207,0.7613478365705526,-0.01930715689507474,0.03410453859064389,0.5722337384419863,0.825648420323119,True,0.0037481407166813606
LOC642962,LOC642962,-0.0183124410425746,0.0254924510017425,0.4737150255129571,0.7613478365705526,-0.017750642265357126,0.02673624147464382,0.5078512055116946,0.7856819165186442,True,0.0005617987772174732
HS.137464,HS.137464,0.014644323629897,0.0203892486913832,0.4737826709707733,0.7614242203728347,0.011309328912906076,0.021873036329098147,0.6059529268284412,0.8447676030562237,True,0.003334994716990924
HS.135835,HS.135835,-0.0170933741840836,0.0238042730722912,0.4738794464661076,0.7615218219702147,-0.014097749733681613,0.025563646402453025,0.5821989384865789,0.8313880515485157,True,0.002995624450401987
HS.192637,HS.192637,-0.0208922278754244,0.0290948424176845,0.4738836450145465,0.7615218219702147,-0.024584269577066265,0.03051665625948474,0.42185849803842146,0.7240003952821558,True,0.003692041701641866
LOC648972,LOC648972,-0.0169713083178532,0.0236368558625708,0.4739274748318148,0.7615599190083586,-0.0226593215886908,0.025071091322583415,0.3676750124031072,0.6785538825423286,True,0.005688013270837601
CST1,CST1,0.0254687604956443,0.0354742472161018,0.4739589730262138,0.7615781978155686,0.014251416787169468,0.0380378086516275,0.7084851212591476,0.8944397698715999,True,0.011217343708474832
NEU3,NEU3,0.0298178090089492,0.0415372897501852,0.4740169442406164,0.7616390112817513,0.017311160914367796,0.04437086167174914,0.697029346251427,0.8895338876906572,True,0.012506648094581404
ZNF766,ZNF766,0.0363569037924512,0.0506501960926779,0.474049269914187,0.7616586146963414,0.03819820970782703,0.05343783669797022,0.47593037119069015,0.7641943499398752,True,0.001841305915375832
LOC652353,LOC652353,0.0163980796490065,0.0228458458143,0.4740696017406706,0.7616589466580668,0.04110171555630959,0.023546403379413574,0.08311270051729605,0.27581046493788763,True,0.024703635907303092
LOC647681,LOC647681,0.0160489937709228,0.0223665718109474,0.4742091655861203,0.7618267906677683,0.009866254379157582,0.02334259678436284,0.6731926920015963,0.8785968082737954,True,0.006182739391765217
HS.165774,HS.165774,0.0191957821581988,0.0267523853404128,0.4742143300362332,0.7618267906677683,0.00849512261131677,0.028338994005780042,0.7648051953882404,0.918055623088934,True,0.010700659546882029
HS.370754,HS.370754,0.0186156749777441,0.0259482999729684,0.474288919581335,0.7618290363592973,0.017948345921188835,0.027755076474093802,0.5189203201511146,0.7930215899165047,True,0.0006673290565552652
C9ORF53,C9ORF53,0.0169978313147064,0.0236939695903803,0.4743033337589324,0.7618290363592973,0.010113831397060258,0.025324211149931605,0.6902350493378742,0.8861277770042498,True,0.006883999917646143
HS.566354,HS.566354,-0.0177048617951143,0.0246797300963932,0.474306943106675,0.7618290363592973,-0.018178606196574916,0.026163057349605334,0.48833654109513125,0.7729646480253591,True,0.0004737444014606164
CYP7A1,CYP7A1,0.0158218527733417,0.0220549671884294,0.4743081744723285,0.7618290363592973,0.03037386486144509,0.023048212320446546,0.1897405755753905,0.4761253032241234,True,0.014552012088103389
BLR1,BLR1,-0.0203464867203682,0.0283626353010989,0.4743163764660498,0.7618290363592973,-0.03188250879601102,0.030104532977951494,0.291422614050692,0.603974604422676,True,0.011536022075642818
MAP3K9,MAP3K9,-0.0274870651988402,0.0383250675996305,0.4744153165514518,0.7619002355309664,-0.02169692672566336,0.040875179857587825,0.5964041309816608,0.8397139412623487,True,0.005790138473176838
HS.565244,HS.565244,0.0241494830012073,0.0336717930014223,0.4744192251957869,0.7619002355309664,0.03088110343131282,0.03561837646287803,0.3874474698719569,0.6962060810010744,True,0.006731620430105518
HS.554691,HS.554691,0.0204324936930329,0.0284892899046465,0.474421099997959,0.7619002355309664,0.0073626465414471,0.030241617865565108,0.8080100349087412,0.9328406729275435,True,0.013069847151585802
HS.562621,HS.562621,-0.0192292022764887,0.0268135414761355,0.4744542713977687,0.7619211760224024,-0.01525498256766938,0.028637941815155787,0.5951088266414198,0.8390011900667631,True,0.00397421970881932
HS.577431,HS.577431,-0.0172548350203202,0.0240633178300634,0.4745068660955038,0.7619733050853037,-0.007401546597769302,0.025664011071635347,0.7734719284277043,0.9207429938018623,True,0.009853288422550899
HS.550149,HS.550149,-0.0162737860909538,0.0226981337018335,0.4745646015389351,0.7620336844941465,-0.012759051108249363,0.024077782074180352,0.5970260585606426,0.840132684190612,True,0.0035147349827044354
HS.580496,HS.580496,-0.0181095293156756,0.0252603306860349,0.4745953942065986,0.7620507971634675,-0.030175962186098967,0.02674199031398412,0.2611041946600038,0.5704739262846382,True,0.012066432870423367
LOC728334,LOC728334,0.0172442953531687,0.0240598794641192,0.4747133119033019,0.762187389888919,0.013436182225554904,0.02526798122541114,0.5957559483880484,0.8393946473584035,True,0.0038081131276137947
HS.149755,HS.149755,0.0208027450674883,0.0290267755327105,0.4747439276691146,0.762187389888919,0.012752081499564848,0.030923840817433056,0.6807077381068927,0.8824697939017473,True,0.008050663567923453
HS3ST5,HS3ST5,0.0219420034755674,0.0306169070156129,0.4747509214163098,0.762187389888919,0.021333447126214204,0.032862928458329624,0.5173109888150422,0.7917722199496133,True,0.0006085563493531954
HS.130653,HS.130653,0.0167674435345904,0.0233970893500482,0.474761019110114,0.762187389888919,0.007603115519466313,0.024870408182467264,0.7602866496291089,0.9159549418050313,True,0.009164328015124085
CLPB,CLPB,-0.0177829337612487,0.0248178783645933,0.4748282910679294,0.762243458578851,-0.005551861553044953,0.025998353382237036,0.8312157702236063,0.9429098176554817,True,0.012231072208203748
LOC652548,LOC652548,0.0194325555152383,0.027121796597553,0.4748560032215171,0.762243458578851,0.014166613648491722,0.028908674296290033,0.624878707970702,0.854624153724313,True,0.005265941866746579
HS.564907,HS.564907,0.0182898649738749,0.0255269774091303,0.4748563658752198,0.762243458578851,0.031472259085919024,0.02721289767782799,0.24946668164666902,0.5554693516898599,True,0.013182394112044124
HS.160651,HS.160651,-0.0187914719521051,0.0262286831165961,0.4748835642056911,0.7622488086703013,-0.021062744043161392,0.02787724842193569,0.45120480863358725,0.746196914064467,True,0.0022712720910562922
LOC650373,LOC650373,0.0152648088746959,0.0213070452445567,0.4748999804374844,0.7622488086703013,0.014016079023141415,0.02272181783870467,0.5383463815833419,0.8052429514426985,True,0.0012487298515544854
LOC651729,LOC651729,-0.022238169824626,0.031043598814538,0.4749417661779607,0.7622835488876634,-0.03913703876352265,0.032777859897928516,0.23452308533623012,0.5368836612409246,True,0.016898868938896645
SH3BGRL2,SH3BGRL2,-0.0365887050077422,0.0510800886941351,0.4749738270591725,0.762302678380113,-0.038432495247674,0.054178540440868984,0.47929324030685816,0.766148503659966,True,0.0018437902399318015
LOC649702,LOC649702,-0.021984226444607,0.030694553470607,0.4750200392805618,0.7623053237276557,-0.013679819008735855,0.03291790881873019,0.6783674067963765,0.8814327901128048,True,0.008304407435871144
LOC286016,LOC286016,-0.0410025733814718,0.0572525959525773,0.4750544861554755,0.7623053237276557,-0.043638557487330885,0.061134158785443815,0.4765463260136723,0.7645346440997645,True,0.0026359841058590863
LOC441812,LOC441812,0.018509092144411,0.025844842104175,0.4750592535323511,0.7623053237276557,0.0038957321887776453,0.026298856816453383,0.8824539255362163,0.9601212591082423,True,0.014613359955633353
SLC25A21,SLC25A21,0.0171138789063852,0.0238978406617366,0.4750810151466201,0.7623053237276557,0.012084063798722865,0.02529145791422735,0.6335539836684331,0.8596853488908794,True,0.005029815107662334
HS.582798,HS.582798,0.0185039091105449,0.0258398533682629,0.4750976114040973,0.7623053237276557,0.014411873713920489,0.02768773514267531,0.6035389846719784,0.8437565067044382,True,0.0040920353966244095
HS.537603,HS.537603,-0.027842433168603,0.0388831939974586,0.4751262199419325,0.7623053237276557,-0.028181431733726423,0.04077125092024547,0.4905956953381314,0.7748230474384226,True,0.00033899856512342383
LOC652905,LOC652905,0.017232569061199,0.0240662576760733,0.4751300648464762,0.7623053237276557,0.016043499070108647,0.025658474270554753,0.532825835802054,0.8015670563191539,True,0.001189069991090353
PLCB1,PLCB1,0.0312829531074005,0.0436890991051178,0.4751369773175116,0.7623053237276557,0.059345841426589704,0.0460327443797262,0.19948207732905718,0.4901364998702074,True,0.028062888319189204
OR2M3,OR2M3,-0.0137904646877134,0.0192628046707186,0.475213369703332,0.7623053237276557,-0.015046917914648128,0.02067036123822108,0.46787964692119366,0.7584778486183346,True,0.0012564532269347273
HS.543619,HS.543619,-0.0191345255154823,0.0267277723944938,0.4752178822284036,0.7623053237276557,-0.01874024409732678,0.02855401457421987,0.5127184708940234,0.7887382058320068,True,0.00039428141815551696
HS.16360,HS.16360,0.0173073577634247,0.0241781573044731,0.4752659426935836,0.7623053237276557,0.02199473329500602,0.025390689221689047,0.3878556071394479,0.696416455052464,True,0.004687375531581318
KCNE3,KCNE3,0.0203383392506036,0.0284133543989434,0.4752807512186422,0.7623053237276557,0.03072402180559961,0.02969182587389035,0.30258920489191105,0.6161183110958878,True,0.010385682554996008
LOC646280,LOC646280,-0.0205533376262721,0.0287144216432526,0.4752916045623089,0.7623053237276557,-0.024002127497161525,0.030712354171146407,0.43583911075347026,0.7353558461760883,True,0.003448789870889424
CAPZA3,CAPZA3,0.018612628984759,0.0260031437268769,0.4752920298747412,0.7623053237276557,0.012315770537797437,0.027334617274764852,0.6530167979527305,0.8689821718747212,True,0.006296858446961562
STIM2,STIM2,0.0353184938081755,0.0493449688064584,0.4753149301151596,0.7623053237276557,0.04042810058845914,0.05305188621655216,0.4473316284618697,0.7432439790882955,True,0.005109606780283639
HS.563087,HS.563087,0.0172150184697617,0.0240523023844517,0.4753235121167978,0.7623053237276557,0.0185451220316664,0.02560509002088089,0.4701231381739731,0.7597719442340339,True,0.001330103561904699
LOC650861,LOC650861,0.0199908584569407,0.0279309937791914,0.4753293787377498,0.7623053237276557,0.009526261482051414,0.02987343513814569,0.7502940688101445,0.9122823953182905,True,0.010464596974889287
ASNSD1,ASNSD1,0.0391586806090934,0.0547131258064105,0.4753380366392471,0.7623053237276557,0.03171771984164962,0.0577632653549084,0.583825272486008,0.8321263609575362,True,0.007440960767443779
HS.541431,HS.541431,-0.0160948358957442,0.0224904247267898,0.4753863614840938,0.7623067103508266,-0.009245592498892272,0.023789034409398623,0.6981345325287528,0.8898858077559927,True,0.006849243396851928
GPR153,GPR153,0.0189340256635204,0.0264586036849514,0.4753994048848027,0.7623067103508266,0.015348402187271156,0.027831731163209854,0.582202448768037,0.8313880515485157,True,0.0035856234762492428
HS.477876,HS.477876,-0.0178991925728116,0.0250137550557127,0.4754212108677254,0.7623067103508266,-0.02247762607686126,0.02679826776848259,0.4030480452422329,0.7092461208089249,True,0.0045784335040496595
LOC644681,LOC644681,0.0196508739970954,0.0274619865607971,0.4754259054201841,0.7623067103508266,0.028872965349126475,0.029241975424000925,0.3251840227478221,0.6391542209771007,True,0.009222091352031076
HS.385785,HS.385785,-0.0177789292832619,0.024846727249816,0.4754396129345483,0.7623067103508266,-0.025460069575551667,0.02628741471679012,0.33447564890714143,0.6486540555627127,True,0.007681140292289768
GDF5,GDF5,0.0178870968505067,0.0250015908771979,0.4755047404445746,0.7623788352834302,0.021429738658201008,0.02654482046893024,0.42088065445528355,0.7232904586046794,True,0.0035426418076943064
INDOL1,INDOL1,-0.0209771121328017,0.0293232019211668,0.4755431941301363,0.7624081896572541,-0.022370179286295495,0.031058443471948274,0.47258264510934056,0.7618248833670445,True,0.0013930671534937954
SUMO4,SUMO4,0.0188139596253011,0.0263010672278131,0.4755710627917779,0.7624157325028715,0.029747886790838434,0.02792307830284462,0.28857742284363586,0.601139428937706,True,0.010933927165537333
LOC645929,LOC645929,0.0196185901799695,0.0274269706807314,0.4755881893179673,0.7624157325028715,0.02879666725871316,0.02910966053377967,0.3242732580846631,0.6379936434535329,True,0.00917807707874366
HS.582005,HS.582005,-0.0182598019400105,0.0255360675300688,0.4757382134731326,0.7626239326995712,-0.030232257785315454,0.02681853217984268,0.26157623250967504,0.5709449273638134,True,0.011972455845304954
HS.306690,HS.306690,-0.0178033814605724,0.0248997040763261,0.4757724252957137,0.7626464721618629,-0.027063641978383908,0.026319604000864104,0.30562207125008123,0.6196886952863255,True,0.009260260517811508
HS.525171,HS.525171,0.0168134079196902,0.0235177145312787,0.4758207763068862,0.7626916733772571,0.01981034819006336,0.02493982003930182,0.42836951890088293,0.7293291789987254,True,0.002996940270373158
TGM5,TGM5,-0.009280635837447,0.0129827508382668,0.4758711019083879,0.7627334936442223,-0.007716167346713157,0.013691731434857607,0.5739654951214086,0.8268813530815786,True,0.0015644684907338427
HS.542837,HS.542837,-0.0179540377704408,0.0251186562507431,0.4759170154164087,0.7627334936442223,-0.023945636118786633,0.026464772033444172,0.3671420530892697,0.6780006362035809,True,0.005991598348345832
HS.570291,HS.570291,0.0204142314424279,0.0285613317746139,0.4759283234511227,0.7627334936442223,0.029337683296671208,0.029567387264359812,0.32282136764721336,0.6366150536454561,True,0.008923451854243307
LOC652071,LOC652071,-0.0372404346250619,0.052105450919527,0.4759516430730441,0.7627334936442223,-0.011732571479158743,0.052831323026562786,0.8245829962809248,0.9401721526953208,True,0.025507863145903156
LOC642597,LOC642597,0.0148493476378797,0.020778297525871,0.4759862884004362,0.7627334936442223,0.013314215267576049,0.021992582380106446,0.545910406729823,0.8104215647253088,True,0.0015351323703036504
CCDC11,CCDC11,-0.0182435844117083,0.0255277910212938,0.4759867745031301,0.7627334936442223,-0.028533186251165892,0.02718915002735933,0.29581333297353524,0.6082846740953837,True,0.010289601839457593
HS.125444,HS.125444,-0.0153418509438811,0.0214675249283463,0.4759879419988702,0.7627334936442223,-0.014189764770980412,0.023072888250087627,0.5395692615539397,0.805830009580143,True,0.0011520861729006886
MAGEB3,MAGEB3,0.0297328248998536,0.0416177747958682,0.4761283268641547,0.7629261466827894,0.05862790841518668,0.04349896758596241,0.17993113678386383,0.46095134247786,True,0.028895083515333084
LOC652698,LOC652698,0.0254493326296555,0.0356336038069415,0.4762709205610039,0.763122322588982,0.04166311306065777,0.037606575090680515,0.2698461239783287,0.5801061239305291,True,0.016213780431002273
HS.529582,HS.529582,0.0187826053195438,0.0263003960641147,0.476294342094466,0.7631275420561009,0.015544787562577248,0.027850780020938597,0.5776494328215538,0.829129785540318,True,0.0032378177569665507
HS.572506,HS.572506,0.0164689969240432,0.0230631967801936,0.4763408650429842,0.7631697730258564,0.012432278773284264,0.02435548474079804,0.6105511520091609,0.8474005757275452,True,0.004036718150758935
HS.547580,HS.547580,0.0191483245275761,0.0268182698930865,0.4763891303832723,0.7631785415690199,0.008148266321394034,0.028005624399934044,0.7715255673103738,0.9200138993546788,True,0.011000058206182065
HS.554965,HS.554965,-0.0209333997370595,0.0293192445434644,0.4764023374607573,0.7631785415690199,-0.04737777526693367,0.030743599285343044,0.125591780572036,0.3669816651891039,True,0.026444375529874168
HS.540415,HS.540415,-0.0258686235215308,0.0362318714191532,0.4764068341322225,0.7631785415690199,-0.005930349473530007,0.03843318444516642,0.8775963932968195,0.9584578113957122,True,0.019938274048000793
HS.553998,HS.553998,-0.0160459733384136,0.0224773408930367,0.4764690790822872,0.7632231746682547,-0.02136661157287471,0.023627804802267227,0.36741257416506246,0.6783966571620703,True,0.005320638234461109
LOC127011,LOC127011,-0.0225972055786174,0.03165522156844,0.4764809916362629,0.7632231746682547,-0.020872277513191467,0.033337676061798965,0.5322922200128559,0.8010940468697347,True,0.0017249280654259326
WHDC1,WHDC1,-0.0265901217131122,0.0372498872666156,0.4764951955572986,0.7632231746682547,-0.0012549618736709958,0.03846619603232493,0.9740207267161758,0.9912930471695813,True,0.025335159839441204
HS.572649,HS.572649,-0.0151819228439781,0.0212712102134468,0.4765567881780742,0.7632895258109694,-0.011763594352381446,0.022565652615573865,0.6029896853558241,0.8436168353564596,True,0.003418328491596654
LOC339809,LOC339809,-0.02075578052153,0.02908582118667,0.47663464738693,0.7633002336153458,-0.026371991491138086,0.03071096266050636,0.3919863791273619,0.6994067467094497,True,0.005616210969608085
LOC391817,LOC391817,0.0193563722452804,0.0271248948638728,0.4766365095333663,0.7633002336153458,0.01619851461409533,0.028753858394526897,0.5741101231680708,0.8268984515261397,True,0.0031578576311850695
LOC730132,LOC730132,-0.0162269946940017,0.0227397550752333,0.4766401474580369,0.7633002336153458,-0.01591547894575154,0.023808314813970353,0.5049412738504132,0.7835502665194447,True,0.00031151574825016154
C1ORF108,C1ORF108,-0.0227315214958878,0.0318560127327962,0.4766555706253434,0.7633002336153458,-0.0061920927831560345,0.03311270066457841,0.8519348568990617,0.9505774909396243,True,0.016539428712731764
SAA4,SAA4,0.0205253198089011,0.0287650968159017,0.4766687385505768,0.7633002336153458,0.024514729349448854,0.03085094831148755,0.42819998289009964,0.7292438630744,True,0.003989409540547755
PKDREJ,PKDREJ,0.0236309490302347,0.0331190774094984,0.4766901764131678,0.7633002336153458,0.011285292998419618,0.03440931881992728,0.7434299066792199,0.909894566886528,True,0.01234565603181508
LOC648657,LOC648657,-0.017856546891148,0.0250270023728675,0.4767046536419256,0.7633002336153458,-0.030297538198653346,0.026339092507154736,0.2520147330505345,0.5587359506116275,True,0.012440991307505346
HS.547465,HS.547465,-0.0148910865299964,0.0208774584680984,0.4768463645831738,0.7634298207787106,-0.01631153688595122,0.022182188458665604,0.46337797650230883,0.7555729520424285,True,0.0014204503559548196
HS.538925,HS.538925,-0.0184375833038228,0.0258503268692635,0.476857306962461,0.7634298207787106,-0.03334254441219866,0.026876241523082555,0.2168602293373989,0.5125856432266266,True,0.014904961108375858
FLJ25758,FLJ25758,-0.0183059051042586,0.0256684253793585,0.4769038793965546,0.7634298207787106,-0.00423178813070538,0.02728071125194932,0.8769532496742717,0.9582366422672414,True,0.014074116973553218
UPK3B,UPK3B,0.009724005924769,0.0136353397245058,0.4769167705264242,0.7634298207787106,0.009644914580178299,0.014513330196628956,0.5074437343480065,0.7853404584172181,True,7.909134459070134e-05
LOC649360,LOC649360,0.0205238698887267,0.0287793559440512,0.476917854057263,0.7634298207787106,0.03044031350620031,0.03055296381008126,0.320841887073229,0.635033334337237,True,0.009916443617473611
HS.553145,HS.553145,-0.0187413741482837,0.0262800911201323,0.4769215186869135,0.7634298207787106,-0.030650570263301896,0.02763381598888764,0.269286490936452,0.5792642187131762,True,0.011909196115018197
POU3F3,POU3F3,0.0212590272191573,0.0298123678073695,0.4769495214664018,0.7634298207787106,0.03189983203262007,0.03108176923616265,0.3065365295741557,0.6206206821565847,True,0.01064080481346277
LOC647003,LOC647003,-0.0172111584022748,0.0241367577678873,0.4769654714474174,0.7634298207787106,-0.01896433835321273,0.025574489351306764,0.4596301619604247,0.7526789455044884,True,0.0017531799509379296
LOC730809,LOC730809,-0.0175080336434456,0.024554419382045,0.4769892388162708,0.7634298207787106,-0.01652705262888551,0.026254720014114677,0.5300698510098496,0.799594387234197,True,0.0009809810145600915
HS.97457,HS.97457,0.0170430068405887,0.0239023340150023,0.4769910578138275,0.7634298207787106,0.020808092577004438,0.025471673515156015,0.41538727448995505,0.7189256317897672,True,0.0037650857364157388
ASPRV1,ASPRV1,0.018908641539669,0.0265233031662711,0.4770651802427904,0.7634298207787106,0.024407042032973718,0.02825393588770081,0.3891716000433909,0.6971122858406935,True,0.005498400493304717
HS.540329,HS.540329,0.0183768757097233,0.0257787043770405,0.4770875891315098,0.7634298207787106,0.003953586086169027,0.026886376700635504,0.8833087985301432,0.9603721685168067,True,0.014423289623554271
HS.471428,HS.471428,0.0147976221490064,0.0207590130983817,0.4771132720811989,0.7634298207787106,0.01317810345111587,0.022147768217643957,0.5528124014189311,0.8142338254174301,True,0.0016195186978905304
HS.563973,HS.563973,0.0192087899250112,0.0269479178935074,0.4771238434835801,0.7634298207787106,0.010880000320538838,0.02849540095197961,0.703185135295199,0.892057273166698,True,0.008328789604472362
HS.561022,HS.561022,-0.0172106466688452,0.0241449701911918,0.4771281739717089,0.7634298207787106,-0.007154112288321067,0.025779729009503663,0.781804426837128,0.9237066164484874,True,0.010056534380524134
LOC649174,LOC649174,0.0178727764726636,0.0250758569766872,0.477162882498704,0.7634298207787106,0.00804095780725459,0.026645427689534033,0.7632769154569061,0.9173800223524781,True,0.00983181866540901
C2ORF54,C2ORF54,0.017957392896709,0.0251949487690675,0.4771693981531794,0.7634298207787106,0.016463143681023414,0.026326221870607586,0.5327731140489289,0.8015316932062237,True,0.001494249215685587
C6ORF26,C6ORF26,0.0168203752450395,0.0236003460789456,0.4771820522308976,0.7634298207787106,0.02878349404252956,0.02496192427987441,0.25086435071129226,0.5570413175909157,True,0.011963118797490058
GLYBP,GLYBP,-0.0185307384489601,0.0260002781407506,0.4771846609591942,0.7634298207787106,-0.021282169144302233,0.027489314380894383,0.4401381298780497,0.7385972107044326,True,0.0027514306953421337
