"gene_symbol_target","disease_group","stratum","sources","is_prespecified_h4_gene","present_in_strict_clinvar_filter","n_plp_variants","max_review_weight","review_status_examples","condition_examples","matched_in_expression_matrix","expression_gene_id","expression_symbol_match_type","gene_symbol_upper","feature_id","ensembl_gene_id","gene_symbol_de","cohort","disease","comparison","model","n_hcm","n_control","n_samples_model","mean_expression_hcm","mean_expression_control","log2FC","SE","moderated_t","p_value","FDR","B_statistic","average_expression","abs_log2FC","gene_symbol"
"FLNC","HCM","HCM_non_sarcomeric","ClinVar_PLP_review2plus;PreSpecified_H4_Stratum","True","True",94,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiomyopathy|Myofibrillar_myopathy_5|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement|not_provided|Hypertrophic_cardiomyopathy_26|Cardiovascular_phenotype | Cardiovascular_phenotype|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement|Myofibrillar_myopathy_5|Hypertrophic_cardiomyopathy_26|not_provided | Cardiovascular_phenotype|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement|Myofibrillar_myopathy_5|not_provided|Hypertrophic_cardiomyopathy_26|Cardiomyopathy | Cardiovascular_phenotype|Primary_dilated_cardiomyopathy|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement|Myofibrillar_myopathy_5|not_provided|Hypertrophic_cardiomyopathy_26 | Cardiovascular_phenotype|not_provided|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy_26|Myofibrillar_myopathy_5|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement | Hypertrophic_cardiomyopathy_26|Myofibrillar_myopathy_5|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement|not_provided|Primary_familial_dilated_cardiomyopathy",NA,NA,NA,"FLNC","ENSG00000128591","ENSG00000128591","FLNC","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,5.8260647186479,5.24731261844548,-0.0623246294199335,0.194033166583846,-0.321206062433669,0.748402217969172,0.837960479074211,-6.91259523930062,17.6507156097836,0.0623246294199335,"FLNC"
"JPH2","HCM","HCM_non_sarcomeric","ClinVar_PLP_review2plus;PreSpecified_H4_Stratum","True","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy",NA,NA,NA,"JPH2","ENSG00000149596","ENSG00000149596","JPH2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,5.59004389132124,6.10901691650755,-0.0544217007895889,0.100130523706935,-0.543507601626775,0.587408325621004,0.714148038069975,-6.81692900458806,15.224824189131,0.0544217007895889,"JPH2"
"LMNA","HCM","HCM_non_sarcomeric","ClinVar_PLP_review2plus;PreSpecified_H4_Stratum","True","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Dilated_cardiomyopathy_1A|Cardiomyopathy|Hypertrophic_cardiomyopathy_1",NA,NA,NA,"LMNA","ENSG00000160789","ENSG00000160789","LMNA","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,10.3710232706388,10.4261447869304,0.17941624061699,0.181203398908905,0.990137280521907,0.323348201550807,0.476796918784313,-6.47681691718125,14.5502050688824,0.17941624061699,"LMNA"
"MYBPC3","HCM","HCM_sarcomeric","ClinVar_PLP_review2plus;PreSpecified_H4_Stratum","True","True",458,3,"criteria_provided,_multiple_submitters,_no_conflicts | criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiomyopathy|Hypertrophic_cardiomyopathy_4 | Cardiomyopathy|Hypertrophic_cardiomyopathy_4|Cardiovascular_phenotype | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_4|Left_ventricular_noncompaction_10|not_provided|Cardiomyopathy|Dilated_cardiomyopathy_1I|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy|Left_ventricular_hypertrophy|See_cases | Cardiovascular_phenotype|MYBPC3-related_disorder|Left_ventricular_noncompaction_cardiomyopathy|Primary_dilated_cardiomyopathy|Left_ventricular_noncompaction_10|Hypertrophic_cardiomyopathy_4|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_4",NA,NA,NA,"MYBPC3","ENSG00000134571","ENSG00000134571","MYBPC3","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,12.3052403245065,12.0980659525806,0.0617766070785803,0.127489848856831,0.484560987659138,0.628537904367968,0.746635771731493,-6.84707817873572,18.8508691589125,0.0617766070785803,"MYBPC3"
"MYH7","HCM","HCM_sarcomeric","ClinVar_PLP_review2plus;PreSpecified_H4_Stratum","True","True",135,3,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiomyopathy|Hypertrophic_cardiomyopathy|Cardiovascular_phenotype|not_provided | Cardiovascular_phenotype|Cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiomyopathy|Hypertrophic_cardiomyopathy_1|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Cardiomyopathy|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Dilated_cardiomyopathy_1S|MYH7-related_skeletal_myopathy|Hypertrophic_cardiomyopathy_1|Myopathy,_myosin_storage,_autosomal_recessive|Myosin_storage_myopathy|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|See_cases|Hypertrophic_cardiomyopathy",NA,NA,NA,"MYH7","ENSG00000092054","ENSG00000092054","MYH7","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,11.2969759939533,11.8924755223897,0.23762146122041,0.113408215871847,2.0952755441363,0.0374525963378325,0.0934336620043815,-4.80157840187848,20.7312035552089,0.23762146122041,"MYH7"
"MYL2","HCM","HCM_sarcomeric","ClinVar_PLP_review2plus;PreSpecified_H4_Stratum","True","True",7,3,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiomyopathy|Hypertrophic_cardiomyopathy_10|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_10|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Hypertrophic_cardiomyopathy_10",NA,NA,NA,"MYL2","ENSG00000111245","ENSG00000111245","MYL2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,9.29128950656556,9.0437655140603,0.264126420892916,0.0964168192037847,2.73942267618955,0.00673229038200366,0.023282364191782,-3.29689039616196,19.3227009758761,0.264126420892916,"MYL2"
"MYL3","HCM","HCM_sarcomeric","ClinVar_PLP_review2plus;PreSpecified_H4_Stratum","True","True",3,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_8|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Hypertrophic_cardiomyopathy_8|Hypertrophic_cardiomyopathy | Hypertrophic_cardiomyopathy|not_provided",NA,NA,NA,"MYL3","ENSG00000160808","ENSG00000160808","MYL3","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,4.98616451189376,4.58104744468797,-0.0625868413333832,0.130784778944418,-0.478548358903308,0.632802271533794,0.749943769874181,-6.84995962016563,18.5850153507235,0.0625868413333832,"MYL3"
"PLN","HCM","HCM_non_sarcomeric","ClinVar_PLP_review2plus;PreSpecified_H4_Stratum","True","True",2,2,"criteria_provided,_multiple_submitters,_no_conflicts","PLN-related_cardiomyopathy|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_18|Dilated_cardiomyopathy_1P|Primary_dilated_cardiomyopathy|SUDDEN_INFANT_DEATH_SYNDROME|Arrhythmogenic_right_ventricular_dysplasia_9 | PLN-related_disorder|Intrinsic_cardiomyopathy|Cardiovascular_phenotype|Sudden_cardiac_death|Cardiac_arrest|Dilated_cardiomyopathy_1P|Hypertrophic_cardiomyopathy_18|not_provided|Cardiomyopathy|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy",NA,NA,NA,"PLN","ENSG00000198523","ENSG00000198523","PLN","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,12.273022560586,11.6707314748619,-0.089782387783773,0.108813986563812,-0.825099701049202,0.410334844298057,0.562441026275175,-6.62542047519178,18.4845523878127,0.089782387783773,"PLN"
"RBM20","HCM","HCM_non_sarcomeric","PreSpecified_H4_Stratum","True","False",0,NA,"nan","nan",NA,NA,NA,"RBM20","ENSG00000203867","ENSG00000203867","RBM20","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,10.3918813399684,10.2349553516606,0.205913519089472,0.111468700626999,1.84727657119203,0.0662396021872089,0.146798034878147,-5.27893869734454,15.3994162943952,0.205913519089472,"RBM20"
"TNNI3","HCM","HCM_sarcomeric","ClinVar_PLP_review2plus;PreSpecified_H4_Stratum","True","True",14,3,"criteria_provided,_multiple_submitters,_no_conflicts | criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiomyopathy,_familial_restrictive,_1|Hypertrophic_cardiomyopathy_7 | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_7|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_7|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Dilated_cardiomyopathy_2A|Cardiomyopathy,_familial_restrictive,_1|Dilated_cardiomyopathy_1FF|Hypertrophic_cardiomyopathy_7|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_7|Dilated_cardiomyopathy_1FF|Cardiomyopathy,_familial_restrictive,_1|Dilated_cardiomyopathy_2A|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Dilated_cardiomyopathy_1FF|Dilated_cardiomyopathy_2A|Hypertrophic_cardiomyopathy_7|Cardiomyopathy,_familial_restrictive,_1|not_provided|Restrictive_cardiomyopathy|Hypertrophic_cardiomyopathy",NA,NA,NA,"TNNI3","ENSG00000129991","ENSG00000129991","TNNI3","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,11.1840599845868,11.5601966534092,0.562943465555534,0.158438163082273,3.55307998151436,0.000478742073621225,0.00254183419313303,-0.873718763178132,17.1634572435347,0.562943465555534,"TNNI3"
"TNNT2","HCM","HCM_sarcomeric","ClinVar_PLP_review2plus;PreSpecified_H4_Stratum","True","True",27,3,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiovascular_phenotype|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Hypertrophic_cardiomyopathy_2|not_provided|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_2|Cardiomyopathy,_familial_restrictive,_3|Dilated_cardiomyopathy_1D|not_provided|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3",NA,NA,NA,"TNNT2","ENSG00000118194","ENSG00000118194","TNNT2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,11.5937917514289,11.4934264828125,-0.092042502622809,0.0816445072384269,-1.12735694948855,0.260992867663011,0.409582599524621,-6.33290909679779,19.535896099215,0.092042502622809,"TNNT2"
"TPM1","HCM","HCM_sarcomeric","ClinVar_PLP_review2plus;PreSpecified_H4_Stratum","True","True",7,2,"criteria_provided,_multiple_submitters,_no_conflicts","Autosomal_dominant_TPM1-related_disorders|Left_ventricular_noncompaction_9|Familial_cardiomyopathy|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_3|Dilated_cardiomyopathy_1Y|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Dilated_cardiomyopathy_1Y|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_3|Dilated_cardiomyopathy_1Y|Primary_dilated_cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Hypertrophic_cardiomyopathy_3|Hypertrophic_cardiomyopathy | Hypertrophic_cardiomyopathy_3|Hypertrophic_cardiomyopathy",NA,NA,NA,"TPM1","ENSG00000140416","ENSG00000140416","TPM1","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,5.04161163486073,4.95810770254078,0.0125487618657241,0.0754168891795197,0.166391931598419,0.868022916116069,0.91911047275295,-6.95018939787877,19.4161460236927,0.0125487618657241,"TPM1"
"ACTN2","HCM","","ClinVar_PLP_review2plus","False","True",2,2,"criteria_provided,_multiple_submitters,_no_conflicts","Dilated_cardiomyopathy_1AA|Cardiomyopathy,_familial_hypertrophic,_23,_with_or_without_ventricular_noncompaction|Cardiovascular_phenotype|ACTN2-related_disorder|Hypertrophic_cardiomyopathy|Primary_dilated_cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy | Dilated_cardiomyopathy_1AA|Primary_familial_hypertrophic_cardiomyopathy|ACTN2-related_cardiac_and_skeletal_myopathy",NA,NA,NA,"ACTN2","ENSG00000077522","ENSG00000077522","ACTN2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,7.84753986078354,7.30436662648746,0.186471625479617,0.0649201163822677,2.87232426358604,0.00453099940867791,0.0167810904850714,-2.9400483370647,18.6883386158376,0.186471625479617,"ACTN2"
"ALPK3","HCM","","ClinVar_PLP_review2plus","False","True",7,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiomyopathy,_familial_hypertrophic_27|Cardiovascular_phenotype|not_provided|Primary_familial_hypertrophic_cardiomyopathy | Cardiomyopathy,_familial_hypertrophic_27|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy",NA,NA,NA,"ALPK3","ENSG00000136383","ENSG00000136383","ALPK3","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,12.3840420853265,12.25194486336,0.31871563916078,0.121913509056878,2.61427664273107,0.00964814748556539,0.0312497121099648,-3.61860268690426,15.8420412739041,0.31871563916078,"ALPK3"
"CACNA1C","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|Long_QT_syndrome_8|Cardiac_arrhythmia|Long_QT_syndrome|not_provided|Hypertrophic_cardiomyopathy_1|Timothy_syndrome",NA,NA,NA,"CACNA1C","ENSG00000151067","ENSG00000151067","CACNA1C","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,8.05105579105078,8.18312617332126,-0.0579308122412108,0.0898163298235688,-0.644991978129229,0.519699248886608,0.657566371840757,-6.75695167736874,14.3752051209983,0.0579308122412108,"CACNA1C"
"CASR","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Autosomal_dominant_hypocalcemia_1|Familial_hypocalciuric_hypercalcemia|Hypertrophic_cardiomyopathy|Hypercalcemia|Hypocalciuria|Parathyroid_gland_adenoma|Familial_hypocalciuric_hypercalcemia_1|Neonatal_severe_primary_hyperparathyroidism|Epilepsy,_idiopathic_generalized,_susceptibility_to,_8|not_provided",NA,NA,NA,"CASR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CASR"
"CAV3","HCM","","ClinVar_PLP_review2plus","False","True",2,2,"criteria_provided,_multiple_submitters,_no_conflicts","Elevated_circulating_creatine_kinase_activity|Distal_myopathy,_Tateyama_type|Long_QT_syndrome_9|Rippling_muscle_disease_2|Hypertrophic_cardiomyopathy_1|not_provided|Long_QT_syndrome | Hypertrophic_cardiomyopathy_1|Long_QT_syndrome_9|Rippling_muscle_disease_2|Distal_myopathy,_Tateyama_type|Elevated_circulating_creatine_kinase_activity|Long_QT_syndrome|not_provided",NA,NA,NA,"CAV3","ENSG00000182533","ENSG00000182533","CAV3","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,5.74352747354707,5.48701939607102,0.11657790867616,0.158059813432008,0.7375556515275,0.461681332564662,0.608616402027745,-6.69335598430854,12.3004558503806,0.11657790867616,"CAV3"
"CEP85L","HCM","","ClinVar_PLP_review2plus","False","True",2,2,"criteria_provided,_multiple_submitters,_no_conflicts","PLN-related_cardiomyopathy|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_18|Dilated_cardiomyopathy_1P|Primary_dilated_cardiomyopathy|SUDDEN_INFANT_DEATH_SYNDROME|Arrhythmogenic_right_ventricular_dysplasia_9 | PLN-related_disorder|Intrinsic_cardiomyopathy|Cardiovascular_phenotype|Sudden_cardiac_death|Cardiac_arrest|Dilated_cardiomyopathy_1P|Hypertrophic_cardiomyopathy_18|not_provided|Cardiomyopathy|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy",NA,NA,NA,"CEP85L","ENSG00000111860","ENSG00000111860","CEP85L","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,13.0382166680261,13.0632122443704,-0.251257750274718,0.145740492778272,-1.72400782709703,0.0863095771550907,0.180152603742461,-5.4946525663462,12.0717542457727,0.251257750274718,"CEP85L"
"COQ9","HCM","","ClinVar_PLP_review2plus","False","True",6,2,"criteria_provided,_multiple_submitters,_no_conflicts","Encephalopathy-hypertrophic_cardiomyopathy-renal_tubular_disease_syndrome|not_provided | not_provided|Encephalopathy-hypertrophic_cardiomyopathy-renal_tubular_disease_syndrome",NA,NA,NA,"COQ9","ENSG00000088682","ENSG00000088682","COQ9","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,14.1944027124779,14.1418450182299,-0.256052617928957,0.0920317263696502,-2.78222117555971,0.00593549074158543,0.020980682616242,-3.18367616295513,15.1175487277691,0.256052617928957,"COQ9"
"DES","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Desmin-related_myofibrillar_myopathy|Cardiovascular_phenotype|Primary_dilated_cardiomyopathy|Neuromuscular_disease|Dilated_cardiomyopathy_1I|Neurogenic_scapuloperoneal_syndrome,_Kaeser_type|not_provided|Primary_familial_hypertrophic_cardiomyopathy",NA,NA,NA,"DES","ENSG00000175084","ENSG00000175084","DES","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,8.58015597920342,8.51091741257076,-0.0469256860362233,0.102130443969692,-0.459468148891518,0.6464157414334,0.760947999363625,-6.85886577677493,19.9874224367533,0.0469256860362233,"DES"
"GLA","HCM","","ClinVar_PLP_review2plus","False","True",8,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|Hypertrophic_cardiomyopathy|Fabry_disease | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy|Fabry_disease|not_provided|Cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Fabry_disease|Hypertrophic_cardiomyopathy",NA,NA,NA,"GLA","ENSG00000102393","ENSG00000102393","GLA","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,11.1531446310719,10.9346211611293,-0.428629628953753,0.078093414367343,-5.48867830182869,1.2645668853925e-07,1.87706888895297e-06,6.97175603319272,11.2627818060817,0.428629628953753,"GLA"
"KCNH2","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Congenital_long_QT_syndrome|not_provided|Long_QT_syndrome|Primary_familial_hypertrophic_cardiomyopathy",NA,NA,NA,"KCNH2","ENSG00000055118","ENSG00000055118","KCNH2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,8.52247425985877,8.54983001964806,-0.668327405612309,0.121733968678609,-5.49006503991313,1.25601291735634e-07,1.86703894389e-06,6.97830651139117,13.8283149562794,0.668327405612309,"KCNH2"
"KIF5B","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Primary_dilated_cardiomyopathy|Skeletal_myopathy|Ophthalmoplegia|Multiple_joint_contractures|Hypertrophic_cardiomyopathy",NA,NA,NA,"KIF5B","ENSG00000170759","ENSG00000170759","KIF5B","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,5.38769615460293,5.56322743101043,0.0328324692161463,0.0907876155603416,0.361640395702698,0.718016850908774,0.815539362633102,-6.89884836042422,15.7876876782898,0.0328324692161463,"KIF5B"
"LAMP2","HCM","","ClinVar_PLP_review2plus","False","True",6,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|Danon_disease|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Danon_disease|Hypertrophic_cardiomyopathy|not_provided | Cardiovascular_phenotype|not_provided|Danon_disease|Hypertrophic_cardiomyopathy",NA,NA,NA,"LAMP2","ENSG00000005893","ENSG00000005893","LAMP2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,10.6951023580027,10.8887972603233,-0.233606614304078,0.0744449081760089,-3.13797974942444,0.00196826486132946,0.00838853816310245,-2.18057247288553,14.2820409315101,0.233606614304078,"LAMP2"
"LZTR1","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Hereditary_cancer-predisposing_syndrome|Cardiovascular_phenotype|LZTR1-related_disorder|not_provided|Hypertrophic_cardiomyopathy_1",NA,NA,NA,"LZTR1","ENSG00000099949","ENSG00000099949","LZTR1","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,7.43158059567238,7.66526024605922,0.0672320215269627,0.111642339547615,0.602208998838548,0.547742702184751,0.680332903543584,-6.78348062768132,12.5321547363968,0.0672320215269627,"LZTR1"
"MHRT","HCM","","ClinVar_PLP_review2plus","False","True",9,3,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiovascular_phenotype|Cardiomyopathy|not_specified|not_provided|Hypertrophic_cardiomyopathy_1|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|MYH7-related_skeletal_myopathy|Abnormality_of_the_musculature|Hypertrophic_cardiomyopathy | Hypertrophic_cardiomyopathy|Congenital_muscular_dystrophy | Hypertrophic_cardiomyopathy_1|Myosin_storage_myopathy|Congenital_myopathy_with_fiber_type_disproportion|MYH7-related_skeletal_myopathy|Dilated_cardiomyopathy_1S|Myopathy,_myosin_storage,_autosomal_recessive|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | MYH7-related_skeletal_myopathy|Dilated_cardiomyopathy_1S|Congenital_myopathy_with_fiber_type_disproportion|Hypertrophic_cardiomyopathy_1|Myosin_storage_myopathy|Myopathy,_myosin_storage,_autosomal_recessive|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Asymmetric_septal_hypertrophy|Hypertrophic_cardiomyopathy | Myopathy,_myosin_storage,_autosomal_recessive|Hypertrophic_cardiomyopathy_1|MYH7-related_skeletal_myopathy|Dilated_cardiomyopathy_1S|not_provided|Hypertrophic_cardiomyopathy",NA,NA,NA,"MHRT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MHRT"
"MRPL44","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Infantile_hypertrophic_cardiomyopathy_due_to_MRPL44_deficiency|not_provided",NA,NA,NA,"MRPL44","ENSG00000135900","ENSG00000135900","MRPL44","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,8.29572410743282,7.93914809937545,-0.0233967693203527,0.0547184159257353,-0.42758491678756,0.669430605192578,0.778872258356585,-6.8729411868496,13.264021261681,0.0233967693203527,"MRPL44"
"MT-TI","HCM","","ClinVar_PLP_review2plus","False","True",1,3,"reviewed_by_expert_panel","Primary_dilated_cardiomyopathy|Asymmetric_septal_hypertrophy|MT-TI-related_disorder|Mitochondrial_disease|Primary_familial_hypertrophic_cardiomyopathy|MERRF_syndrome",NA,NA,NA,"MT-TI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT-TI"
"MT-TL1","HCM","","ClinVar_PLP_review2plus","False","True",1,3,"reviewed_by_expert_panel","Maternally-inherited_mitochondrial_myopathy|Hypertrophic_cardiomyopathy|MELAS_syndrome|Diabetes-deafness_syndrome_maternally_transmitted|Leigh_Syndrome_(mtDNA_mutation)|Auditory_neuropathy_spectrum_disorder|MT-TL1-related_disorders|MT-TL1-related_disorder|Leigh_syndrome,_mitochondrial|Short_stature|Sensorineural_hearing_loss_disorder|Glucose_intolerance|Stroke_disorder|not_specified|MERRF_syndrome|not_provided|Mitochondrial_disease|Age_related_macular_degeneration_2|MERRF/MELAS_overlap_syndrome|Histiocytoid_cardiomyopathy|Cyclical_vomiting_syndrome|3-methylglutaconic_aciduria_type_1|Leigh_syndrome|Focal_segmental_glomerulosclerosis_1|Cerebral_palsy|Mitochondrial_complex_IV_deficiency,_nuclear_type_1|See_cases",NA,NA,NA,"MT-TL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT-TL1"
"MTO1","HCM","","ClinVar_PLP_review2plus","False","True",13,2,"criteria_provided,_multiple_submitters,_no_conflicts","Inborn_genetic_diseases|Mitochondrial_hypertrophic_cardiomyopathy_with_lactic_acidosis_due_to_MTO1_deficiency | Inborn_genetic_diseases|not_provided|Mitochondrial_hypertrophic_cardiomyopathy_with_lactic_acidosis_due_to_MTO1_deficiency | MTO1-related_disorder|Mitochondrial_hypertrophic_cardiomyopathy_with_lactic_acidosis_due_to_MTO1_deficiency|not_provided",NA,NA,NA,"MTO1","ENSG00000135297","ENSG00000135297","MTO1","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,4.57591281512134,5.22959795844649,-0.178274520556628,0.0605909050472147,-2.94226535183308,0.00365783047340309,0.0140182240884537,-2.74603032206473,12.5601210444352,0.178274520556628,"MTO1"
"MYH6","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","MYH6-related_disorder|Hypertrophic_cardiomyopathy_14|Abnormal_heart_morphology|not_provided",NA,NA,NA,"MYH6","ENSG00000197616","ENSG00000197616","MYH6","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,16.2561689394999,16.5770688602236,-2.91275501172352,0.236723589183188,-12.3044561033142,4.68862039757242e-26,2.78383487091293e-23,48.530062142739,18.1312647729674,2.91275501172352,"MYH6"
