gene_symbol_target,disease_group,stratum,sources,is_prespecified_h4_gene,present_in_strict_clinvar_filter,n_plp_variants,max_review_weight,review_status_examples,condition_examples,matched_in_expression_matrix,expression_gene_id,expression_symbol_match_type,gene_symbol_upper,feature_id,gene_symbol_de,cohort,disease,comparison,model,model_formula,normalization,transformation,n_samples,n_hcm,n_control,mean_log2CPM_hcm,mean_log2CPM_control,log2FC,SE,t_stat,p_value,FDR,abs_log2FC,gene_symbol
FLNC,HCM,HCM_non_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,94,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiomyopathy|Myofibrillar_myopathy_5|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement|not_provided|Hypertrophic_cardiomyopathy_26|Cardiovascular_phenotype | Cardiovascular_phenotype|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement|Myofibrillar_myopathy_5|Hypertrophic_cardiomyopathy_26|not_provided | Cardiovascular_phenotype|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement|Myofibrillar_myopathy_5|not_provided|Hypertrophic_cardiomyopathy_26|Cardiomyopathy | Cardiovascular_phenotype|Primary_dilated_cardiomyopathy|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement|Myofibrillar_myopathy_5|not_provided|Hypertrophic_cardiomyopathy_26 | Cardiovascular_phenotype|not_provided|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy_26|Myofibrillar_myopathy_5|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement | Hypertrophic_cardiomyopathy_26|Myofibrillar_myopathy_5|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement|not_provided|Primary_familial_dilated_cardiomyopathy,,,,FLNC,FLNC,FLNC,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,10.019857012025167,11.044214499753858,-1.0243574877286916,0.2039269348024408,-5.023159342443228,1.8248447738655489e-06,1.0161855521180921e-05,1.0243574877286916,FLNC
JPH2,HCM,HCM_non_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiovascular_phenotype|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy,,,,JPH2,JPH2,JPH2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,7.593012248207915,7.448681958999971,0.14433028920794166,0.09177334449629343,1.5726820243951218,0.11846999434893649,0.1762792525917891,0.14433028920794166,JPH2
LMNA,HCM,HCM_non_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Dilated_cardiomyopathy_1A|Cardiomyopathy|Hypertrophic_cardiomyopathy_1,,,,LMNA,LMNA,LMNA,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,6.037531283971153,6.773285657746076,-0.7357543737749255,0.14582628868220734,-5.0454165735392325,1.6584916632624517e-06,9.337349364209023e-06,0.7357543737749255,LMNA
MYBPC3,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,458,3.0,"criteria_provided,_multiple_submitters,_no_conflicts | criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel",Cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiomyopathy|Hypertrophic_cardiomyopathy_4 | Cardiomyopathy|Hypertrophic_cardiomyopathy_4|Cardiovascular_phenotype | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_4|Left_ventricular_noncompaction_10|not_provided|Cardiomyopathy|Dilated_cardiomyopathy_1I|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy|Left_ventricular_hypertrophy|See_cases | Cardiovascular_phenotype|MYBPC3-related_disorder|Left_ventricular_noncompaction_cardiomyopathy|Primary_dilated_cardiomyopathy|Left_ventricular_noncompaction_10|Hypertrophic_cardiomyopathy_4|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_4,,,,MYBPC3,MYBPC3,MYBPC3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,11.265106651230516,11.187735393024589,0.07737125820592183,0.15727738135111982,0.49194141930168234,0.6236746903790067,0.698704809303921,0.07737125820592183,MYBPC3
MYH7,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,135,3.0,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiomyopathy|Hypertrophic_cardiomyopathy|Cardiovascular_phenotype|not_provided | Cardiovascular_phenotype|Cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiomyopathy|Hypertrophic_cardiomyopathy_1|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Cardiomyopathy|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Dilated_cardiomyopathy_1S|MYH7-related_skeletal_myopathy|Hypertrophic_cardiomyopathy_1|Myopathy,_myosin_storage,_autosomal_recessive|Myosin_storage_myopathy|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|See_cases|Hypertrophic_cardiomyopathy",,,,MYH7,MYH7,MYH7,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,14.266174705142138,13.63552939135744,0.630645313784695,0.13462020738725522,4.684625926704667,7.570556940143945e-06,3.624606772096488e-05,0.630645313784695,MYH7
MYL2,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,7,3.0,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel",Cardiomyopathy|Hypertrophic_cardiomyopathy_10|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_10|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Hypertrophic_cardiomyopathy_10,,,,MYL2,MYL2,MYL2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,14.151005943330041,13.517561479287805,0.633444464042233,0.0821530264518608,7.710543255681668,4.373396765020374e-12,8.171591169210442e-11,0.633444464042233,MYL2
MYL3,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,3,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiovascular_phenotype|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_8|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Hypertrophic_cardiomyopathy_8|Hypertrophic_cardiomyopathy | Hypertrophic_cardiomyopathy|not_provided,,,,MYL3,MYL3,MYL3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,10.990848187178434,11.611236518313572,-0.6203883311351372,0.12849518346800107,-4.828105726543684,4.17245821223277e-06,2.143243221901844e-05,0.6203883311351372,MYL3
PLN,HCM,HCM_non_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,2,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",PLN-related_cardiomyopathy|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_18|Dilated_cardiomyopathy_1P|Primary_dilated_cardiomyopathy|SUDDEN_INFANT_DEATH_SYNDROME|Arrhythmogenic_right_ventricular_dysplasia_9 | PLN-related_disorder|Intrinsic_cardiomyopathy|Cardiovascular_phenotype|Sudden_cardiac_death|Cardiac_arrest|Dilated_cardiomyopathy_1P|Hypertrophic_cardiomyopathy_18|not_provided|Cardiomyopathy|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy,,,,PLN,PLN,PLN,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,10.677811458369687,10.087234614323606,0.590576844046081,0.1573990568685179,3.7520990010722546,0.0002734446187009982,0.0008939340085854159,0.590576844046081,PLN
RBM20,HCM,HCM_non_sarcomeric,PreSpecified_H4_Stratum,True,False,0,,,,,,,RBM20,RBM20,RBM20,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,8.16396399860852,7.3553271411913395,0.8086368574171772,0.0911381399594163,8.872650437865664,9.165392279636428e-15,2.855344453100908e-13,0.8086368574171772,RBM20
TNNI3,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,14,3.0,"criteria_provided,_multiple_submitters,_no_conflicts | criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiomyopathy,_familial_restrictive,_1|Hypertrophic_cardiomyopathy_7 | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_7|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_7|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Dilated_cardiomyopathy_2A|Cardiomyopathy,_familial_restrictive,_1|Dilated_cardiomyopathy_1FF|Hypertrophic_cardiomyopathy_7|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_7|Dilated_cardiomyopathy_1FF|Cardiomyopathy,_familial_restrictive,_1|Dilated_cardiomyopathy_2A|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Dilated_cardiomyopathy_1FF|Dilated_cardiomyopathy_2A|Hypertrophic_cardiomyopathy_7|Cardiomyopathy,_familial_restrictive,_1|not_provided|Restrictive_cardiomyopathy|Hypertrophic_cardiomyopathy",,,,TNNI3,TNNI3,TNNI3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,11.012434399496998,10.604199529300077,0.40823487019691607,0.16122797873810826,2.5320349072913397,0.012654257240550016,0.02560295002415553,0.40823487019691607,TNNI3
TNNT2,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,27,3.0,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiovascular_phenotype|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Hypertrophic_cardiomyopathy_2|not_provided|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_2|Cardiomyopathy,_familial_restrictive,_3|Dilated_cardiomyopathy_1D|not_provided|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3",,,,TNNT2,TNNT2,TNNT2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,12.461103519661222,12.552985847650062,-0.09188232798884055,0.06583363047347086,-1.3956746320691913,0.16543320554505891,0.23384654438693306,0.09188232798884055,TNNT2
TPM1,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,7,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Autosomal_dominant_TPM1-related_disorders|Left_ventricular_noncompaction_9|Familial_cardiomyopathy|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_3|Dilated_cardiomyopathy_1Y|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Dilated_cardiomyopathy_1Y|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_3|Dilated_cardiomyopathy_1Y|Primary_dilated_cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Hypertrophic_cardiomyopathy_3|Hypertrophic_cardiomyopathy | Hypertrophic_cardiomyopathy_3|Hypertrophic_cardiomyopathy,,,,TPM1,TPM1,TPM1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,12.765744134126042,12.634853649127376,0.13089048499866784,0.05353801103892179,2.4448141135372268,0.015970597154426214,0.03133143306879252,0.13089048499866784,TPM1
ACTN2,HCM,,ClinVar_PLP_review2plus,False,True,2,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Dilated_cardiomyopathy_1AA|Cardiomyopathy,_familial_hypertrophic,_23,_with_or_without_ventricular_noncompaction|Cardiovascular_phenotype|ACTN2-related_disorder|Hypertrophic_cardiomyopathy|Primary_dilated_cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy | Dilated_cardiomyopathy_1AA|Primary_familial_hypertrophic_cardiomyopathy|ACTN2-related_cardiac_and_skeletal_myopathy",,,,ACTN2,ACTN2,ACTN2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,11.401220309011626,11.170644947884933,0.23057536112669208,0.0652985740832255,3.531093356385012,0.0005912961101865184,0.0017606495277162444,0.23057536112669208,ACTN2
ALPK3,HCM,,ClinVar_PLP_review2plus,False,True,7,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiomyopathy,_familial_hypertrophic_27|Cardiovascular_phenotype|not_provided|Primary_familial_hypertrophic_cardiomyopathy | Cardiomyopathy,_familial_hypertrophic_27|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy",,,,ALPK3,ALPK3,ALPK3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,8.72637492673655,8.29635582482223,0.4300191019143207,0.0963183661127049,4.464559764345908,1.8474920508046272e-05,8.067123952508962e-05,0.4300191019143207,ALPK3
CACNA1C,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiovascular_phenotype|Long_QT_syndrome_8|Cardiac_arrhythmia|Long_QT_syndrome|not_provided|Hypertrophic_cardiomyopathy_1|Timothy_syndrome,,,,CACNA1C,CACNA1C,CACNA1C,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,6.8447653280841765,7.047232655008095,-0.202467326923923,0.09120137647655333,-2.220002973046955,0.028329120719901485,0.051361744130273904,0.202467326923923,CACNA1C
CASR,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Autosomal_dominant_hypocalcemia_1|Familial_hypocalciuric_hypercalcemia|Hypertrophic_cardiomyopathy|Hypercalcemia|Hypocalciuria|Parathyroid_gland_adenoma|Familial_hypocalciuric_hypercalcemia_1|Neonatal_severe_primary_hyperparathyroidism|Epilepsy,_idiopathic_generalized,_susceptibility_to,_8|not_provided",,,,CASR,,,,,,,,,,,,,,,,,,,,,CASR
CAV3,HCM,,ClinVar_PLP_review2plus,False,True,2,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Elevated_circulating_creatine_kinase_activity|Distal_myopathy,_Tateyama_type|Long_QT_syndrome_9|Rippling_muscle_disease_2|Hypertrophic_cardiomyopathy_1|not_provided|Long_QT_syndrome | Hypertrophic_cardiomyopathy_1|Long_QT_syndrome_9|Rippling_muscle_disease_2|Distal_myopathy,_Tateyama_type|Elevated_circulating_creatine_kinase_activity|Long_QT_syndrome|not_provided",,,,CAV3,CAV3,CAV3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,4.581778200120437,4.056619217073834,0.5251589830466012,0.09875339188216684,5.317882991535361,5.047680552993549e-07,3.2099484480510006e-06,0.5251589830466012,CAV3
CEP85L,HCM,,ClinVar_PLP_review2plus,False,True,2,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",PLN-related_cardiomyopathy|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_18|Dilated_cardiomyopathy_1P|Primary_dilated_cardiomyopathy|SUDDEN_INFANT_DEATH_SYNDROME|Arrhythmogenic_right_ventricular_dysplasia_9 | PLN-related_disorder|Intrinsic_cardiomyopathy|Cardiovascular_phenotype|Sudden_cardiac_death|Cardiac_arrest|Dilated_cardiomyopathy_1P|Hypertrophic_cardiomyopathy_18|not_provided|Cardiomyopathy|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy,,,,CEP85L,CEP85L,CEP85L,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,3.5359649098474693,3.486896019589575,0.049068890257891185,0.1386272628648122,0.35396277214058997,0.7239984679491468,0.7846332776664519,0.049068890257891185,CEP85L
COQ9,HCM,,ClinVar_PLP_review2plus,False,True,6,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Encephalopathy-hypertrophic_cardiomyopathy-renal_tubular_disease_syndrome|not_provided | not_provided|Encephalopathy-hypertrophic_cardiomyopathy-renal_tubular_disease_syndrome,,,,COQ9,COQ9,COQ9,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,7.2495135824205015,7.200795647160738,0.04871793525976198,0.0776989860839898,0.6270086356995657,0.5318648628011146,0.6164609551848028,0.04871793525976198,COQ9
DES,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Desmin-related_myofibrillar_myopathy|Cardiovascular_phenotype|Primary_dilated_cardiomyopathy|Neuromuscular_disease|Dilated_cardiomyopathy_1I|Neurogenic_scapuloperoneal_syndrome,_Kaeser_type|not_provided|Primary_familial_hypertrophic_cardiomyopathy",,,,DES,DES,DES,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,12.905252955135131,13.105654601594866,-0.20040164645973135,0.11458830872076518,-1.7488838843767267,0.08291141105778987,0.13016129266943582,0.20040164645973135,DES
GLA,HCM,,ClinVar_PLP_review2plus,False,True,8,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiovascular_phenotype|Hypertrophic_cardiomyopathy|Fabry_disease | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy|Fabry_disease|not_provided|Cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Fabry_disease|Hypertrophic_cardiomyopathy,,,,GLA,GLA,GLA,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,2.8607280707436633,3.5099740331665776,-0.6492459624229141,0.07424071380502066,-8.745147091770118,1.819959611517421e-14,5.314147751268396e-13,0.6492459624229141,GLA
KCNH2,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Congenital_long_QT_syndrome|not_provided|Long_QT_syndrome|Primary_familial_hypertrophic_cardiomyopathy,,,,KCNH2,KCNH2,KCNH2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,5.148237524394573,5.729098411797749,-0.5808608874031778,0.13164318756570137,-4.4123885036837,2.2736252593499442e-05,9.743404645131929e-05,0.5808608874031778,KCNH2
KIF5B,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Primary_dilated_cardiomyopathy|Skeletal_myopathy|Ophthalmoplegia|Multiple_joint_contractures|Hypertrophic_cardiomyopathy,,,,KIF5B,KIF5B,KIF5B,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,7.546800973241099,7.091779023661869,0.45502194957922404,0.13883854272354332,3.277346049974525,0.001376682668044143,0.0036852807686851502,0.45502194957922404,KIF5B
LAMP2,HCM,,ClinVar_PLP_review2plus,False,True,6,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiovascular_phenotype|Danon_disease|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Danon_disease|Hypertrophic_cardiomyopathy|not_provided | Cardiovascular_phenotype|not_provided|Danon_disease|Hypertrophic_cardiomyopathy,,,,LAMP2,LAMP2,LAMP2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,5.539490975718492,5.6525585580995115,-0.11306758238102255,0.0992115156037095,-1.1396618799037375,0.2567353181396282,0.33785906742705435,0.11306758238102255,LAMP2
LZTR1,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Hereditary_cancer-predisposing_syndrome|Cardiovascular_phenotype|LZTR1-related_disorder|not_provided|Hypertrophic_cardiomyopathy_1,,,,LZTR1,LZTR1,LZTR1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,4.310382051567334,4.772431187773164,-0.4620491362058299,0.1460605756086952,-3.163407608660166,0.001983182600826081,0.005060601070730983,0.4620491362058299,LZTR1
MHRT,HCM,,ClinVar_PLP_review2plus,False,True,9,3.0,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiovascular_phenotype|Cardiomyopathy|not_specified|not_provided|Hypertrophic_cardiomyopathy_1|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|MYH7-related_skeletal_myopathy|Abnormality_of_the_musculature|Hypertrophic_cardiomyopathy | Hypertrophic_cardiomyopathy|Congenital_muscular_dystrophy | Hypertrophic_cardiomyopathy_1|Myosin_storage_myopathy|Congenital_myopathy_with_fiber_type_disproportion|MYH7-related_skeletal_myopathy|Dilated_cardiomyopathy_1S|Myopathy,_myosin_storage,_autosomal_recessive|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | MYH7-related_skeletal_myopathy|Dilated_cardiomyopathy_1S|Congenital_myopathy_with_fiber_type_disproportion|Hypertrophic_cardiomyopathy_1|Myosin_storage_myopathy|Myopathy,_myosin_storage,_autosomal_recessive|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Asymmetric_septal_hypertrophy|Hypertrophic_cardiomyopathy | Myopathy,_myosin_storage,_autosomal_recessive|Hypertrophic_cardiomyopathy_1|MYH7-related_skeletal_myopathy|Dilated_cardiomyopathy_1S|not_provided|Hypertrophic_cardiomyopathy",,,,MHRT,,,,,,,,,,,,,,,,,,,,,MHRT
MRPL44,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Infantile_hypertrophic_cardiomyopathy_due_to_MRPL44_deficiency|not_provided,,,,MRPL44,MRPL44,MRPL44,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,5.192579475831215,5.054091360933033,0.1384881148981819,0.05070104631469166,2.7314646336608672,0.0072737584654122885,0.015860361184019685,0.1384881148981819,MRPL44
MT-TI,HCM,,ClinVar_PLP_review2plus,False,True,1,3.0,reviewed_by_expert_panel,Primary_dilated_cardiomyopathy|Asymmetric_septal_hypertrophy|MT-TI-related_disorder|Mitochondrial_disease|Primary_familial_hypertrophic_cardiomyopathy|MERRF_syndrome,,,,MT-TI,MT-TI,MT-TI,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,5.731870242259756,6.107427058601812,-0.3755568163420565,0.21619524349247887,-1.7371187741006966,0.08497558121626844,0.1328220788472755,0.3755568163420565,MT-TI
MT-TL1,HCM,,ClinVar_PLP_review2plus,False,True,1,3.0,reviewed_by_expert_panel,"Maternally-inherited_mitochondrial_myopathy|Hypertrophic_cardiomyopathy|MELAS_syndrome|Diabetes-deafness_syndrome_maternally_transmitted|Leigh_Syndrome_(mtDNA_mutation)|Auditory_neuropathy_spectrum_disorder|MT-TL1-related_disorders|MT-TL1-related_disorder|Leigh_syndrome,_mitochondrial|Short_stature|Sensorineural_hearing_loss_disorder|Glucose_intolerance|Stroke_disorder|not_specified|MERRF_syndrome|not_provided|Mitochondrial_disease|Age_related_macular_degeneration_2|MERRF/MELAS_overlap_syndrome|Histiocytoid_cardiomyopathy|Cyclical_vomiting_syndrome|3-methylglutaconic_aciduria_type_1|Leigh_syndrome|Focal_segmental_glomerulosclerosis_1|Cerebral_palsy|Mitochondrial_complex_IV_deficiency,_nuclear_type_1|See_cases",,,,MT-TL1,MT-TL1,MT-TL1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,8.278374178319893,8.409060103010118,-0.1306859246902239,0.12344027644372188,-1.0586976022352428,0.29189991972029267,0.37582233399718123,0.1306859246902239,MT-TL1
