feature_id,gene_symbol,cohort,disease,comparison,model,model_formula,normalization,transformation,n_samples,n_hcm,n_control,mean_log2CPM_hcm,mean_log2CPM_control,log2FC,SE,t_stat,p_value,FDR,abs_log2FC
TANGO2,TANGO2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.207868265460743,5.639139394288609,0.5687288711721361,0.10311930733596297,5.515251080180513,2.086986809927761e-07,1.4518089342380987e-06,0.5687288711721361
DPYD,DPYD,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.3206739487460686,3.868747632483315,-0.5480736837372475,0.09942308902946453,-5.512539281241032,2.112715220488227e-07,1.4690611194835975e-06,0.5480736837372475
CSF1R,CSF1R,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.5669686671515355,4.2999552094895614,-0.7329865423380276,0.13299038054350718,-5.511575644361996,2.121932337652699e-07,1.474822186020712e-06,0.7329865423380276
ZFP82,ZFP82,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.782773602495404,2.2929439123963102,0.4898296900990934,0.0888814038708479,5.511048079425667,2.1269951142070098e-07,1.4776920402739306e-06,0.4898296900990934
GLOD4,GLOD4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.967359296934923,4.659141418455827,0.30821787847909343,0.05593255503050927,5.510527425592685,2.132003156568857e-07,1.4805213670846306e-06,0.30821787847909343
PLGLB1,PLGLB1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.0097362268478494,0.6178524809044217,0.3918837459434274,0.07114896684436708,5.507933049831111,2.1571303236788362e-07,1.4968779048267064e-06,0.3918837459434274
LGALS9,LGALS9,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.40640186174745,4.184738472219924,-0.7783366104724752,0.14131276171515653,-5.507900355392987,2.1574488189749258e-07,1.4968779048267064e-06,0.7783366104724752
ISG20L2,ISG20L2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.746893487274685,4.113192915538278,-0.36629942826359396,0.0665320341154203,-5.505609938637,2.1798759808823458e-07,1.5117755159265559e-06,0.36629942826359396
HK2,HK2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.256543416209412,5.167547065693905,-0.9110036494844952,0.16547464256881336,-5.505397294365814,2.1819696733592325e-07,1.5125646977916432e-06,0.9110036494844952
CRIP3,CRIP3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.017313634366225,3.658324013594852,1.3589896207713714,0.24687932937191925,5.50467155038354,2.189130166442372e-07,1.5168640111259623e-06,1.3589896207713714
SHE,SHE,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.0619410958946665,4.636482907336132,-0.5745418114414682,0.10439034152428031,-5.503783233699208,2.1979259699353246e-07,1.5222921838160372e-06,0.5745418114414682
AFG3L2,AFG3L2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.614104370496836,7.240784891279004,0.37331947921783515,0.06783297762526788,5.503510125711673,2.200637133690476e-07,1.5235032055024267e-06,0.37331947921783515
ZC3H6,ZC3H6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.253064174426307,3.7329419701543305,0.5201222042719748,0.09451340050940311,5.503158297856693,2.2041345788843252e-07,1.5252572735209153e-06,0.5201222042719748
RICTOR,RICTOR,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.60999288774555,4.817210577314158,0.7927823104313944,0.14408274773037263,5.5022709027937,2.212980159127052e-07,1.5307090908367448e-06,0.7927823104313944
TMEM62,TMEM62,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.495611120669715,3.814980883301334,-0.3193697626316203,0.05804495415984998,-5.50211068738392,2.2145808885177085e-07,1.5311471009908805e-06,0.3193697626316203
ELOVL5,ELOVL5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.605744063567741,5.202713152235904,-0.596969088668166,0.10852699972058931,-5.5006504391083,2.2292227013230124e-07,1.5405973131501309e-06,0.596969088668166
FGGY,FGGY,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.027106952091675,3.6147116234130783,0.4123953286785961,0.07502437248326675,5.496818100952137,2.2681012608938618e-07,1.5665260040820432e-06,0.4123953286785961
EIF5AL1,EIF5AL1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.4019944755347056,3.0166140600056033,-0.6146195844708974,0.11181493433772875,-5.496757549528083,2.2687208399823347e-07,1.5665260040820432e-06,0.6146195844708974
ADRA2C,ADRA2C,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.1204695027588236,1.727034380906779,-0.6065648781479552,0.11037430561345299,-5.495526107971491,2.2813572828817402e-07,1.5743243038920653e-06,0.6065648781479552
FLOT2,FLOT2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.692435582098203,6.2565087178459375,-0.5640731357477389,0.10264341900100388,-5.495463238049602,2.2820042671100708e-07,1.5743243038920653e-06,0.5640731357477389
IKZF1,IKZF1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.0631797905195435,1.5158319156247009,-0.4526521251051574,0.0823927364975103,-5.493835310577837,2.2988196511964277e-07,1.5852339782063034e-06,0.4526521251051574
ARPC5L,ARPC5L,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.93654030043054,5.272052810147302,-0.3355125097167597,0.06108430988738113,-5.492613575160817,2.3115189168584716e-07,1.5932969676917322e-06,0.3355125097167597
SYDE2,SYDE2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.271521105195736,2.6902277645859245,0.5812933406098106,0.10587129201317046,5.490566229582779,2.332953988207568e-07,1.6073717813397029e-06,0.5812933406098106
RP11-280O1.2,RP11-280O1.2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.449439270655182,1.3652385447210411,1.0842007259341413,0.1974875010288139,5.4899713667243875,2.3392183934615663e-07,1.6109865228425913e-06,1.0842007259341413
KCNJ12,KCNJ12,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.0032796080319675,3.730860862895185,-0.7275812548632195,0.1325567112882839,-5.488830009375219,2.3512839565846114e-07,1.6185915570642915e-06,0.7275812548632195
STAT5A,STAT5A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.759276212972124,4.213443165240606,-0.45416695226848125,0.0827464460847946,-5.488658108688712,2.3531064275966e-07,1.6191418401366866e-06,0.45416695226848125
RBKS,RBKS,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.328679263060753,2.777759244885858,-0.44907998182510556,0.08188245831843317,-5.4844467428991415,2.398188987559326e-07,1.6494454114347629e-06,0.44907998182510556
C19orf33,C19orf33,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.7344307049959087,1.446614501336003,-0.7121837963400948,0.12987425153503743,-5.4836411984862306,2.406908077748693e-07,1.654723164137742e-06,0.7121837963400948
SLC39A11,SLC39A11,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.104567085200778,2.531863389491042,-0.427296304290265,0.07793037032339933,-5.48305240328064,2.413300717083255e-07,1.6583976182613805e-06,0.427296304290265
EFNB1,EFNB1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.8847353215335425,4.515930653902218,-0.631195332368677,0.11512098435150911,-5.482886859631015,2.4151010391401054e-07,1.658914455096845e-06,0.631195332368677
STK33,STK33,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.226288789866408,3.6593654487273786,0.5669233411390293,0.10343700439028822,5.480856145059226,2.4372926822953213e-07,1.6734314095447183e-06,0.5669233411390293
AC079250.1,AC079250.1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.0181906452183882,1.53034480652068,-0.5121541613022916,0.09346585406286456,-5.479585742166544,2.451276939396929e-07,1.6821539176971106e-06,0.5121541613022916
CARD6,CARD6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.8378860624808886,3.2725290550093407,-0.4346429925284543,0.07932151956726649,-5.479509153375043,2.452122512401892e-07,1.6821539176971106e-06,0.4346429925284543
C1QTNF2,C1QTNF2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.5931880233045694,1.0080267394783682,0.585161283826201,0.10680465913972745,5.478799225983788,2.4599740068094376e-07,1.6868088661943742e-06,0.585161283826201
C20orf24,C20orf24,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.929524555824248,5.240203208424777,-0.31067865260053185,0.056710719817903016,-5.478305576055369,2.465448054569904e-07,1.6898302690178996e-06,0.31067865260053185
PRRX1,PRRX1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.555722366271664,5.819352911537701,0.7363694547339634,0.13441833303296613,5.478192134352452,2.4667076840201963e-07,1.6899617232598973e-06,0.7363694547339634
ABL2,ABL2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.863766690898464,4.291901171433975,-0.42813448053551195,0.07818345763140228,-5.476023873924352,2.490904891405404e-07,1.7058009870784042e-06,0.42813448053551195
PXMP4,PXMP4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.96848306852909,3.6057672942694263,0.3627157742596627,0.06624476829043789,5.4753874701380605,2.498050956801169e-07,1.7099547769176164e-06,0.3627157742596627
GLRX3,GLRX3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.355366808246206,5.755702584393362,-0.40033577614715543,0.07313191810365775,-5.474159389334167,2.5118975903464157e-07,1.718689635314413e-06,0.40033577614715543
C21orf91,C21orf91,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.3739359783638547,2.769571381625623,0.6043645967382307,0.11041931262175578,5.473359527318354,2.5209563921367925e-07,1.7241424313723805e-06,0.6043645967382307
DNAJC30,DNAJC30,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.6207579150791953,3.234354472849857,0.386403442229337,0.07060850999502881,5.472476933113894,2.5309892596851793e-07,1.7302564157139373e-06,0.386403442229337
WDR5B,WDR5B,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.831543514596171,2.446447813457562,0.38509570113860764,0.07038275843220938,5.471449396367728,2.542718967608091e-07,1.7370460436640403e-06,0.38509570113860764
KDELR2,KDELR2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.751947607724201,6.201187779886952,-0.44924017216275114,0.08210676733647508,-5.471414680372891,2.543116190553255e-07,1.7370460436640403e-06,0.44924017216275114
CRLF3,CRLF3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.211144485695804,2.6245419183520777,-0.41339743265627416,0.07555798942812537,-5.471260362870282,2.544882637370396e-07,1.7375027014246714e-06,0.41339743265627416
PHF7,PHF7,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.048582167010373,2.5764826205031524,0.4720995465072204,0.08629536177018024,5.4707406843545625,2.5508401415328626e-07,1.7408191496291109e-06,0.4720995465072204
CNTNAP3B,CNTNAP3B,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.8684265973105664,1.5141385818390307,-0.6457119845284643,0.1180419469579535,-5.470190903903565,2.557157578424317e-07,1.7443782687992776e-06,0.6457119845284643
MICAL1,MICAL1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.3793703045649015,4.20134124563744,-0.8219709410725395,0.15027366841572806,-5.4698268148920075,2.5613496859608464e-07,1.7464851413191018e-06,0.8219709410725395
NUP205,NUP205,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.185968671061705,4.64316995838252,-0.4572012873208151,0.08360205454321662,-5.468780520034623,2.573434136868298e-07,1.753969364775094e-06,0.4572012873208151
TGIF2-C20orf24,TGIF2-C20orf24,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.858062301138462,5.171464361452635,-0.31340206031417284,0.057309837980332574,-5.468556034336117,2.576034148725343e-07,1.7549856408836537e-06,0.31340206031417284
GFRA1,GFRA1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.7632442646000868,2.6774339886252094,-0.9141897240251232,0.16725467430247049,-5.465854558849958,2.607525077301149e-07,1.7756752096974175e-06,0.9141897240251232
TCEAL8,TCEAL8,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.199225652408417,4.767701468251771,0.4315241841566435,0.07896069527727845,5.465050461388452,2.616970889565145e-07,1.7813411311078703e-06,0.4315241841566435
MAP10,MAP10,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.2719404621610826,1.7632377551423688,0.508702707018713,0.09310228907401441,5.463911919655431,2.6304027165741243e-07,1.7897142473130737e-06,0.508702707018713
SLC50A1,SLC50A1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.137032570031812,3.6625912375144547,-0.5255586674826443,0.09619347072217682,-5.463558633834386,2.634584259531261e-07,1.7917890198256011e-06,0.5255586674826443
USP10,USP10,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.1141488988070405,5.468411725249572,-0.35426282644253315,0.06486862612819602,-5.461235231688498,2.6622468183406206e-07,1.8098246626743413e-06,0.35426282644253315
FYB,FYB,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.074793891356501,1.6071330232614505,-0.5323391319049502,0.09748708910128409,-5.4606116236774405,2.669719757276195e-07,1.8132162270031388e-06,0.5323391319049502
ATP1B1,ATP1B1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.282676497602265,7.803835552660676,-0.521159055058412,0.09544092233316559,-5.460540848915391,2.670569174165385e-07,1.8132162270031388e-06,0.521159055058412
BCL9L,BCL9L,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.3914313274851295,5.181279419757607,-0.7898480922724778,0.14464672360207495,-5.460532202895658,2.67067295914591e-07,1.8132162270031388e-06,0.7898480922724778
BIN2,BIN2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.2990610018746205,1.915460005753521,-0.616399003878901,0.11289817471785614,-5.459778295081776,2.679737892701187e-07,1.8185905613159943e-06,0.616399003878901
WNT9A,WNT9A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.0937487816143925,2.8444536849883533,1.2492950966260374,0.22893282619204902,5.457037845581912,2.712943063982357e-07,1.8403359164416968e-06,1.2492950966260374
AP1B1,AP1B1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.430363020571715,5.1369110439707075,-0.7065480233989943,0.1294825437193952,-5.4567048430108995,2.717005269606392e-07,1.8423018593312235e-06,0.7065480233989943
TNNT3,TNNT3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.59833259767209,4.673456143264266,0.9248764544078243,0.1695182919329398,5.455909470664668,2.726731882619502e-07,1.8481053008281046e-06,0.9248764544078243
FAM122C,FAM122C,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.47714374484791,1.8057099907384522,-0.328566245890542,0.060231552680917844,-5.455051899975944,2.7372572720624115e-07,1.8544449309785843e-06,0.328566245890542
FAR2P2,FAR2P2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.3687419752717187,0.9705884120066436,0.398153563265075,0.07301607826436546,5.45295738595411,2.763131593366273e-07,1.8711733246304936e-06,0.398153563265075
GABRA4,GABRA4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.7777176453046755,3.982042094940232,0.7956755503644433,0.1459382995687278,5.452136640729666,2.773335663241087e-07,1.8772801628081027e-06,0.7956755503644433
XRCC4,XRCC4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.746933174651513,3.6444454982607435,-0.8975123236092317,0.16463502275459846,-5.451527315345563,2.780935042047679e-07,1.8816194089545348e-06,0.8975123236092317
EEF1E1-BLOC1S5,EEF1E1-BLOC1S5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.0453418063698314,3.4247329094301353,-0.3793911030603052,0.06962345133123446,-5.449185523069622,2.810331370386206e-07,1.9006967635782949e-06,0.3793911030603052
PFDN6,PFDN6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.316066580546178,4.690206070679684,-0.3741394901335048,0.06867713518256605,-5.44780281150227,2.827830889052576e-07,1.9117151495149965e-06,0.3741394901335048
SLC20A2,SLC20A2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.170747244602475,6.549475779474099,-0.3787285348716243,0.06952614634254968,-5.447282134776455,2.8344481240150573e-07,1.915370453059876e-06,0.3787285348716243
ANKH,ANKH,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.082846690209403,6.750477216133744,0.3323694740756573,0.061021078664786225,5.4467977516670745,2.8406177009570565e-07,1.9187202618585734e-06,0.3323694740756573
SEC24D,SEC24D,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.721496738044591,4.378346735970854,-0.6568499979262625,0.12060886331698048,-5.446117141490254,2.849308812176188e-07,1.9237696783916532e-06,0.6568499979262625
CD93,CD93,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.118362729578062,6.8266346610204,-0.7082719314423409,0.13007271507691015,-5.445199871652942,2.861063118160722e-07,1.9296378901980326e-06,0.7082719314423409
LZTS3,LZTS3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.3682647313378715,3.9358359751247964,-0.5675712437869276,0.10423385631453361,-5.445171692336107,2.861424970232977e-07,1.9296378901980326e-06,0.5675712437869276
INPP5F,INPP5F,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.21645300309433,3.5580506596288832,0.6584023434654445,0.12091529446260911,5.445153538198954,2.861658112153913e-07,1.9296378901980326e-06,0.6584023434654445
TUBB3,TUBB3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.1965599111505267,2.060039501756603,-0.8634795906060766,0.15869122305923777,-5.441256132254704,2.912142439093422e-07,1.9628435366734454e-06,0.8634795906060766
LST1,LST1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.6005343287126548,2.2305044075683758,-0.6299700788557215,0.11580850915212886,-5.439756400181075,2.931800091548389e-07,1.9752519475881143e-06,0.6299700788557215
LRP8,LRP8,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.2847532578218424,1.7085108434107719,-0.42375758558892973,0.07791098856467314,-5.438996390569127,2.941811351083494e-07,1.9803311256847326e-06,0.42375758558892973
SIRT5,SIRT5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.888581440572252,5.522207135587519,0.366374304984729,0.06736067336212238,5.438994099942373,2.9418415749303723e-07,1.9803311256847326e-06,0.366374304984729
RP11-295M3.4,RP11-295M3.4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.0495863860265044,0.6274074044153851,0.42217898161111944,0.07763647397925245,5.437894844682699,2.956380870650357e-07,1.989272264409547e-06,0.42217898161111944
GCNT2,GCNT2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.684995649572097,5.025860206610202,0.6591354429618943,0.12122501950289474,5.437288817645063,2.964426505877659e-07,1.9938382440297424e-06,0.6591354429618943
NAAA,NAAA,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.6049619963361397,3.1563933128668316,0.4485686834693057,0.0825240435658946,5.435612023920377,2.9867994077850017e-07,2.0080326010027796e-06,0.4485686834693057
ZNF513,ZNF513,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.3950435321244217,3.0639737625171874,-0.6689302303927658,0.12310143895052375,-5.433975720313216,3.008791193176089e-07,2.0219587865479736e-06,0.6689302303927658
XXbac-BPG181M17.5,XXbac-BPG181M17.5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.0889739149798654,2.6670267356524344,-0.5780528206725695,0.10640983705599742,-5.432325024314935,3.0311368059996336e-07,2.0361108273238625e-06,0.5780528206725695
GPSM3,GPSM3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.497649087331666,3.1468262245218375,-0.6491771371901719,0.11952537940567423,-5.431291165258192,3.045214796745096e-07,2.044699591569278e-06,0.6491771371901719
COX15,COX15,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.5919381862541515,5.2500129707836445,0.34192521547050525,0.06295851203580714,5.430960872709921,3.049725827883442e-07,2.0468600912673177e-06,0.34192521547050525
