feature_id,gene_symbol,cohort,disease,comparison,model,model_formula,normalization,transformation,n_samples,n_hcm,n_control,mean_log2CPM_hcm,mean_log2CPM_control,log2FC,SE,t_stat,p_value,FDR,abs_log2FC
ZNF493,ZNF493,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.7095753084875303,3.140273185212514,0.5693021232750153,0.10485007827878655,5.429677617991798,3.0673142004753116e-07,2.057792053273518e-06,0.5693021232750153
ILF3,ILF3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.717978846645764,7.156101614254541,-0.43812276760878266,0.08069970816085023,-5.4290502108820355,3.0759495422407805e-07,2.0627109091314657e-06,0.43812276760878266
GJA4,GJA4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.8089899400199334,4.6108787320657845,-0.8018887920458504,0.14771676786989762,-5.428556308191894,3.0827641069242456e-07,2.066248358494544e-06,0.8018887920458504
C1QTNF3,C1QTNF3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.6734015027062819,1.1770789474496903,0.4963225552565905,0.09142940041692044,5.42847872777626,3.0838358541413584e-07,2.066248358494544e-06,0.4963225552565905
ZNF599,ZNF599,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.386477260471393,2.0682895616393746,0.31818769883201914,0.05864157512004578,5.425974629444277,3.1186254463551003e-07,2.0886739870510293e-06,0.31818769883201914
STK19,STK19,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.657522387328475,3.0805355700488897,-0.42301318272041594,0.07797845130455477,-5.424744601149926,3.1358545452618345e-07,2.099324620698553e-06,0.42301318272041594
MT-ND5,MT-ND5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,13.476423338139373,12.888886880071626,0.5875364580677394,0.10833370040952177,5.423395082478868,3.154864415668805e-07,2.1111578960834886e-06,0.5875364580677394
CTD-2192J16.22,CTD-2192J16.22,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.853274510724211,5.307497192499636,-0.454222681775423,0.08375503102435976,-5.423228625434029,3.1572169885869367e-07,2.1118392249102646e-06,0.454222681775423
EI24,EI24,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.832438276177058,6.166763596924088,-0.3343253207470285,0.061664763920489564,-5.421658974939188,3.1794857002737665e-07,2.125836108683254e-06,0.3343253207470285
BEGAIN,BEGAIN,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.0606593467459902,0.5594624998818901,0.5011968468641004,0.09246740008370886,5.420254559016226,3.19954032665095e-07,2.1383414362152847e-06,0.5011968468641004
YIPF1,YIPF1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.9196192499673153,4.259761670704967,-0.3401424207376511,0.06275714246798336,-5.419979421644008,3.203483664553553e-07,2.1392502889967207e-06,0.3401424207376511
DUSP26,DUSP26,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.106475176870345,5.464407361256955,0.6420678156133868,0.11846332929379193,5.419971052991792,3.20360368060295e-07,2.1392502889967207e-06,0.6420678156133868
EPM2A,EPM2A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.517759650639366,5.042144171482471,0.47561547915689517,0.08776220495602853,5.419365652847859,3.212297482094683e-07,2.1441509891029295e-06,0.47561547915689517
PCDHB15,PCDHB15,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.4510764089452683,2.9937926322414907,-0.5427162232962226,0.10014719831960854,-5.419185283288751,3.21489212158794e-07,2.1449781920847697e-06,0.5427162232962226
RP11-778D9.4,RP11-778D9.4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.6987017481946398,1.0007372632668212,-0.30203551507218124,0.05576215072198838,-5.416496873982323,3.2538089499444186e-07,2.1700286743287136e-06,0.30203551507218124
CDH8,CDH8,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.7742768132063295,0.22412176236068423,0.5501550508456451,0.10158570256145369,5.4156740266951635,3.265812087759193e-07,2.1771163479729143e-06,0.5501550508456451
SLC25A30,SLC25A30,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.47875794546011,6.698647206925468,0.7801107385346415,0.14407869114208255,5.414476855327196,3.2833529469340326e-07,2.1878881573969683e-06,0.7801107385346415
FAM120AOS,FAM120AOS,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.974162679194544,4.669022669639658,0.3051400095548862,0.05636407598788987,5.413732137123071,3.2943109276934165e-07,2.194266192831482e-06,0.3051400095548862
RPL36A,RPL36A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.238408779914655,6.698645820468843,-0.4602370405541889,0.08503988110728539,-5.4120141580814165,3.319726266657183e-07,2.2102645307579544e-06,0.4602370405541889
IKBKE,IKBKE,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.8962623531011369,1.3445979569592263,-0.44833560385808935,0.08285422657423902,-5.411137396308585,3.3327706224232153e-07,2.2180163107851054e-06,0.44833560385808935
TRPM2,TRPM2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.637906346300805,1.0898010231985669,-0.45189467689776175,0.08353369696770874,-5.409729166810955,3.35382702581198e-07,2.231091488461555e-06,0.45189467689776175
PCDHB3,PCDHB3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.8561255285607203,1.2237485422644068,-0.3676230137036866,0.06796683228740476,-5.40885901742713,3.3669027852814297e-07,2.2388488857085675e-06,0.3676230137036866
ZNF559-ZNF177,ZNF559-ZNF177,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.490834254113644,3.019353563999177,0.47148069011446625,0.08718311430403884,5.407935858660012,3.380829595314576e-07,2.247165442059995e-06,0.47148069011446625
MPC2,MPC2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.683565431344736,6.401054215482291,0.2825112158624421,0.05224807353118116,5.40711258365999,3.3932970438158897e-07,2.254505416264915e-06,0.2825112158624421
ERN1,ERN1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.245716842700535,3.660502777119832,-0.41478593441929623,0.07671668267344316,-5.406724065284457,3.3991962558385796e-07,2.257477127356331e-06,0.41478593441929623
OSGIN2,OSGIN2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.270289129402693,3.6421756661645364,0.6281134632381572,0.11618203077264158,5.406287521926021,3.4058366331858926e-07,2.2609383622818767e-06,0.6281134632381572
EPN2,EPN2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.046219511888255,5.513872622097643,-0.4676531102093906,0.08652072682362077,-5.405099186958263,3.423977015694917e-07,2.2720276834544134e-06,0.4676531102093906
ELK1,ELK1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.10083661925254,4.5232603427681815,-0.42242372351564317,0.0781588087009369,-5.404684776248125,3.430325334925314e-07,2.2752862007765306e-06,0.42242372351564317
ALG9,ALG9,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.568519528222495,4.941784079530765,-0.37326455130827085,0.0690727219069897,-5.403935750655556,3.44182879065137e-07,2.281959884409241e-06,0.37326455130827085
SND1,SND1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.099767048027388,6.483743888893185,-0.3839768408657964,0.07106574886225492,-5.403121011361602,3.454384284358722e-07,2.289325196158339e-06,0.3839768408657964
RP11-600F24.7,RP11-600F24.7,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.7227184567508789,1.2193368271001694,0.5033816296507092,0.09319544320231858,5.401354533589317,3.4817604401856e-07,2.306502332623579e-06,0.5033816296507092
RP11-196G18.24,RP11-196G18.24,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.4026515578633014,0.9317836957792341,0.47086786208406683,0.08723752287398233,5.397538198835059,3.5416303745012596e-07,2.3447956194591307e-06,0.47086786208406683
CUX2,CUX2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.7689774381045492,0.059163244175101666,0.7098141939294473,0.13150840941053096,5.397481401463948,3.54252895622822e-07,2.3447956194591307e-06,0.7098141939294473
ZFYVE28,ZFYVE28,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.2938447063421552,1.9224989603626232,-0.6286542540204682,0.11647785286285921,-5.397199884519201,3.5469860791892386e-07,2.3467642846675955e-06,0.6286542540204682
RP11-486O12.2,RP11-486O12.2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.3419512712675987,0.971415833550511,0.3705354377170874,0.06865526825258648,5.397043040511724,3.549471692219751e-07,2.3474274551220133e-06,0.3705354377170874
CD55,CD55,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.3772507110746535,5.9528077828075245,-0.5755570717328704,0.10665947670974758,-5.396211283683059,3.562681584037407e-07,2.3549493260886764e-06,0.5755570717328704
CTC-359D24.3,CTC-359D24.3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.2957198553562537,0.9286428245801194,0.36707703077613507,0.06802585807975836,5.396139661270392,3.5638213294467205e-07,2.3549493260886764e-06,0.36707703077613507
CADPS2,CADPS2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.5306775911799066,4.284739895015038,-0.7540623038351326,0.13975104333212837,-5.39575437761169,3.569958562217328e-07,2.3580202089170044e-06,0.7540623038351326
RP11-678G14.3,RP11-678G14.3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.2992034453925467,0.9045896203550343,0.39461382503751224,0.0731392584666239,5.395376345216691,3.575990327918474e-07,2.36101889568785e-06,0.39461382503751224
CARF,CARF,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.430392340037684,2.8471655295348968,0.583226810502786,0.10816676748401131,5.39192234425417,3.631564530921223e-07,2.39671143729605e-06,0.583226810502786
RP11-53O19.1,RP11-53O19.1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.1974826960305367,1.6930309357229811,0.5044517603075557,0.0935596103599476,5.3917685031692795,3.6340593401783684e-07,2.397358195817543e-06,0.5044517603075557
GAS2L1,GAS2L1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.399896775705487,3.2443625291344174,-0.8444657534289308,0.1566444550463633,-5.390971248736431,3.6470151079155287e-07,2.4049025457446316e-06,0.8444657534289308
KLHL12,KLHL12,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.5060212732562475,5.145431708993137,0.3605895642631114,0.06688921598266989,5.390847522514472,3.649029760536064e-07,2.40522886256742e-06,0.3605895642631114
RP11-44M6.7,RP11-44M6.7,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.9213342304131675,3.6386536457104164,-0.7173194152972497,0.13311031297196355,-5.388909388623672,3.680731013616818e-07,2.425114447189832e-06,0.7173194152972497
TRAF3IP2,TRAF3IP2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.1558037943273236,3.59011546512492,-0.4343116707975979,0.0806235024640004,-5.386911477723566,3.713691712419925e-07,2.4458129438517573e-06,0.4343116707975979
RP11-849H4.2,RP11-849H4.2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.1341469407203497,0.8626296452490522,0.27151729547129694,0.05040424219298137,5.386794516853283,3.715630195720783e-07,2.446071692074755e-06,0.27151729547129694
RPS2P55,RPS2P55,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.7166730167088838,1.0626278236610336,-0.3459548069521496,0.06422963249297999,-5.386218066714937,3.7251986072788725e-07,2.451351066893781e-06,0.3459548069521496
RP11-48B3.4,RP11-48B3.4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.0463633175839375,0.6868788460718686,0.3594844715120692,0.06674971547412778,5.385558110002814,3.7361826989029224e-07,2.4575572482476164e-06,0.3594844715120692
NRSN2-AS1,NRSN2-AS1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.982789463607477,2.6106400448089464,0.3721494187985299,0.06910970430592178,5.384908277876131,3.747029203853915e-07,2.4636678097296247e-06,0.3721494187985299
CD82,CD82,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.588206724726628,4.309272753634964,-0.721066028908337,0.13391045585729655,-5.38468803120759,3.750712371586042e-07,2.4650653651462084e-06,0.721066028908337
SIK2,SIK2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.247465460564088,5.716954869083331,-0.4694894085192428,0.08720907032437591,-5.383492872621705,3.7707606881806465e-07,2.4772128954398884e-06,0.4694894085192428
KHSRP,KHSRP,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.536145623179135,4.997673002291944,-0.46152737911281094,0.08574154337170634,-5.382774335096811,3.7828642385331293e-07,2.4841331717437887e-06,0.46152737911281094
PDCL3P4,PDCL3P4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.2874705743871337,0.7453863171909415,0.5420842571961918,0.10076720595602312,5.379570189062982,3.837300837931738e-07,2.518835464998245e-06,0.5420842571961918
TBC1D25,TBC1D25,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.9630589932019875,4.3893809443229035,-0.42632195112091564,0.07925732293363005,-5.378959764738924,3.84775805696867e-07,2.5246525294189952e-06,0.42632195112091564
ATP6V1F,ATP6V1F,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.8237547105126195,5.428666704930967,-0.6049119944183482,0.11246426390574728,-5.378704073725194,3.852146586929271e-07,2.5264845372873043e-06,0.6049119944183482
BTG3,BTG3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.266880557696692,2.793066025026055,-0.5261854673293644,0.09786890453522545,-5.376431562488545,3.891366150642991e-07,2.5511499875756412e-06,0.5261854673293644
MSX1,MSX1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.0877393168177378,1.5347800898906552,-0.44704077307291723,0.08316172418716676,-5.3755592184066705,3.90652468767342e-07,2.5600273170649915e-06,0.44704077307291723
CDKN3,CDKN3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.056768143051398,1.353505160564644,-0.2967370175132467,0.055204276658439425,-5.375254155565186,3.91183930435014e-07,2.5624490410035314e-06,0.2967370175132467
GPR137C,GPR137C,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.4929504668416362,1.0542867133459828,0.43866375349565273,0.08161572234562724,5.374745709386658,3.9207128443393084e-07,2.567199068039466e-06,0.43866375349565273
POC1B-GALNT4,POC1B-GALNT4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.7734906788303813,2.22563076578478,-0.4521400869543983,0.08414105093977824,-5.373596857947565,3.940835400084828e-07,2.5793077353905083e-06,0.4521400869543983
GATSL3,GATSL3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.5660689485840833,2.2420967128652793,-0.6760277642811968,0.12580976825079987,-5.3734123644004,3.94407626254443e-07,2.5803617582070338e-06,0.6760277642811968
PTCD3,PTCD3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.094484457898218,6.700784979307963,0.39369947859025056,0.07328336356294989,5.372289963902456,3.963848834389016e-07,2.5922261013653127e-06,0.39369947859025056
C19orf47,C19orf47,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.617780541140513,5.280109463219606,-0.6623289220790956,0.12331409955447882,-5.371072119668569,3.985412335303995e-07,2.60525136796865e-06,0.6623289220790956
SH3TC2,SH3TC2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.051749589148792,2.397301569749874,0.6544480193989174,0.12185379274507986,5.370764460061029,3.99087795471039e-07,2.6077470896468465e-06,0.6544480193989174
PLCB2,PLCB2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.4164412313244767,3.1355507498922135,-0.7191095185677381,0.1339012622468749,-5.370446151895937,3.99654045566754e-07,2.610369345909801e-06,0.7191095185677381
FPR3,FPR3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.3460412887312934,2.0606283188255548,-0.7145870300942627,0.1330626657063587,-5.370304482485012,3.999063188629738e-07,2.6109395224114783e-06,0.7145870300942627
SYS1,SYS1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.213022852822837,4.516983687907982,-0.3039608350851444,0.056617277575291246,-5.368693941190102,4.027852002873804e-07,2.628650960720859e-06,0.3039608350851444
TM4SF2,TM4SF2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.120218889104049,3.709577019891291,-0.5893581307872444,0.10978906159731418,-5.368095165517492,4.038606817046198e-07,2.634583325909857e-06,0.5893581307872444
ARHGEF26,ARHGEF26,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.6577476517740788,2.22681300593259,-0.569065354158511,0.10605502674409878,-5.365755604697686,4.080898099699748e-07,2.661075126734578e-06,0.569065354158511
RPS8,RPS8,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.934336174800094,8.493607667874636,-0.5592714930745388,0.10423563692229619,-5.365453789009368,4.0863853102852564e-07,2.6635557627913702e-06,0.5592714930745388
CA14,CA14,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.7125422291004673,2.776408920467362,-1.0638666913668953,0.1983195807410027,-5.364405710176757,4.1054961203029874e-07,2.67491072869144e-06,1.0638666913668953
SNX22,SNX22,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.8574958285994981,1.35834767342358,-0.5008518448240821,0.09337764728027881,-5.36372311160019,4.1179896403069147e-07,2.681946668621285e-06,0.5008518448240821
CASP4,CASP4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.715202955318036,4.276027039163387,-0.5608240838453523,0.10456757773488562,-5.363269342120864,4.1263154746638175e-07,2.6858312880022004e-06,0.5608240838453523
DHX32,DHX32,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.866083848336024,5.482915225202055,0.3831686231339675,0.07144385569869553,5.363213104705989,4.1273484724007023e-07,2.6858312880022004e-06,0.3831686231339675
LEF1,LEF1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.1400803054993474,0.4387350601069258,0.7013452453924214,0.13080141355381922,5.361908761818141,4.151378324743615e-07,2.700358132650738e-06,0.7013452453924214
